id_registro_meteo,aeroporto,data_hora,temperatura_c,pressao_hpa,visibilidade_m,vento_kmh,rajada_kmh,precipitacao_mm,cobertura_nuvens_pct,condicao_meteorologica
MET2024-0604,SBCF,2024-07-06 09:00,14.4,1014.0,6778,11,28,2.3,46,Chuva
MET2024-0605,SBCF,2024-07-06 12:00,15.3,1013.6,6778,11,30,2.3,63,Chuva
MET2024-0601,SBPA,2024-07-06 00:00,12.9,1017.8,4000,31,50,5.3,100,Chuva intensa
MET2024-0602,SBPA,2024-07-06 03:00,12.0,1018.3,4000,31,43,5.3,100,Chuva intensa
MET2024-0603,SBPA,2024-07-06 06:00,11.1,1018.7,4000,31,45,5.3,88,Chuva intensa
MET2024-0604,SBPA,2024-07-06 09:00,12.0,1018.3,4000,31,42,5.3,100,Chuva intensa
MET2024-0605,SBPA,2024-07-06 12:00,12.9,1017.8,4000,31,56,5.3,100,Chuva intensa
MET2024-0601,SBCT,2024-07-06 00:00,10.6,1017.1,5928,26,39,4.7,88,Chuva
MET2024-0602,SBCT,2024-07-06 03:00,9.7,1017.6,5928,26,46,4.7,85,Chuva
MET2024-0603,SBCT,2024-07-06 06:00,8.8,1018.0,5928,26,42,4.7,89,Chuva
MET2024-0604,SBCT,2024-07-06 09:00,9.7,1017.6,5928,26,40,4.7,93,Chuva
MET2024-0605,SBCT,2024-07-06 12:00,10.6,1017.1,5928,26,41,4.7,92,Chuva
MET2024-0601,SBRF,2024-07-06 00:00,22.3,1014.0,12576,18,39,0.6,29,Chuva
MET2024-0602,SBRF,2024-07-06 03:00,21.4,1014.5,12576,18,42,0.6,18,Chuva
MET2024-0603,SBRF,2024-07-06 06:00,20.5,1014.9,12576,18,36,0.6,28,Chuva
MET2024-0604,SBRF,2024-07-06 09:00,21.4,1014.5,12576,18,30,0.6,23,Chuva
MET2024-0605,SBRF,2024-07-06 12:00,22.3,1014.0,12576,18,37,0.6,53,Chuva
MET2024-0601,SBFL,2024-07-06 00:00,15.4,1016.3,4676,19,33,4.5,100,Chuva
MET2024-0602,SBFL,2024-07-06 03:00,14.5,1016.7,4676,19,35,4.5,84,Chuva
MET2024-0603,SBFL,2024-07-06 06:00,13.6,1017.2,4676,19,29,4.5,77,Chuva
MET2024-0604,SBFL,2024-07-06 09:00,14.5,1016.7,4676,19,32,4.5,80,Chuva
MET2024-0605,SBFL,2024-07-06 12:00,15.4,1016.3,4676,19,30,4.5,93,Chuva
MET2024-0601,SBSV,2024-07-06 00:00,21.3,1014.3,10035,18,28,1.4,49,Chuva
MET2024-0602,SBSV,2024-07-06 03:00,20.4,1014.8,10035,18,39,1.4,44,Chuva
MET2024-0603,SBSV,2024-07-06 06:00,19.5,1015.2,10035,18,35,1.4,45,Chuva
MET2024-0604,SBSV,2024-07-06 09:00,20.4,1014.8,10035,18,31,1.4,45,Chuva
MET2024-0605,SBSV,2024-07-06 12:00,21.3,1014.3,10035,18,42,1.4,48,Chuva
MET2024-0601,SBCG,2024-07-06 00:00,18.3,1012.7,10891,14,36,1.6,53,Chuva
MET2024-0602,SBCG,2024-07-06 03:00,17.4,1013.1,10891,14,32,1.6,51,Chuva
MET2024-0603,SBCG,2024-07-06 06:00,16.5,1013.6,10891,14,37,1.6,31,Chuva
MET2024-0604,SBCG,2024-07-06 09:00,17.4,1013.1,10891,14,31,1.6,31,Chuva
MET2024-0605,SBCG,2024-07-06 12:00,18.3,1012.7,10891,14,36,1.6,47,Chuva
MET2024-0701,SBGR,2024-07-07 00:00,14.9,1016.5,7820,26,41,2.9,52,Chuva
MET2024-0702,SBGR,2024-07-07 03:00,14.0,1017.0,7820,26,44,2.9,62,Chuva
MET2024-0703,SBGR,2024-07-07 06:00,13.1,1017.4,7820,26,47,2.9,63,Chuva
MET2024-0704,SBGR,2024-07-07 09:00,14.0,1017.0,7820,26,47,2.9,58,Chuva
MET2024-0705,SBGR,2024-07-07 12:00,14.9,1016.5,7820,26,47,2.9,61,Chuva
MET2024-0701,SBGL,2024-07-07 00:00,16.5,1014.1,7151,21,39,3.4,60,Chuva
MET2024-0702,SBGL,2024-07-07 03:00,15.6,1014.5,7151,21,37,3.4,86,Chuva
MET2024-0703,SBGL,2024-07-07 06:00,14.7,1015.0,7151,21,31,3.4,50,Chuva
MET2024-0704,SBGL,2024-07-07 09:00,15.6,1014.5,7151,21,32,3.4,75,Chuva
MET2024-0705,SBGL,2024-07-07 12:00,16.5,1014.1,7151,21,35,3.4,72,Chuva
MET2024-0701,SBBR,2024-07-07 00:00,21.4,1006.5,11400,11,28,0.3,41,Ceu aberto
MET2024-0702,SBBR,2024-07-07 03:00,20.5,1006.9,11400,11,21,0.3,29,Ceu aberto
MET2024-0703,SBBR,2024-07-07 06:00,19.6,1007.4,11400,11,28,0.3,18,Ceu aberto
MET2024-0704,SBBR,2024-07-07 09:00,20.5,1006.9,11400,11,25,0.3,34,Ceu aberto
MET2024-0705,SBBR,2024-07-07 12:00,21.4,1006.5,11400,11,32,0.3,20,Ceu aberto
MET2024-0701,SBCF,2024-07-07 00:00,16.2,1013.3,8570,16,34,2.7,85,Chuva
MET2024-0702,SBCF,2024-07-07 03:00,15.3,1013.8,8570,16,31,2.7,62,Chuva
MET2024-0703,SBCF,2024-07-07 06:00,14.4,1014.2,8570,16,27,2.7,75,Chuva
MET2024-0704,SBCF,2024-07-07 09:00,15.3,1013.8,8570,16,27,2.7,68,Chuva
MET2024-0705,SBCF,2024-07-07 12:00,16.2,1013.3,8570,16,30,2.7,61,Chuva
MET2024-0701,SBPA,2024-07-07 00:00,13.1,1018.9,5312,26,43,5.0,82,Chuva
MET2024-0702,SBPA,2024-07-07 03:00,12.2,1019.4,5312,26,47,5.0,92,Chuva
MET2024-0703,SBPA,2024-07-07 06:00,11.3,1019.8,5312,26,43,5.0,85,Chuva
MET2024-0704,SBPA,2024-07-07 09:00,12.2,1019.4,5312,26,44,5.0,90,Chuva
MET2024-0705,SBPA,2024-07-07 12:00,13.1,1018.9,5312,26,48,5.0,98,Chuva
MET2024-0701,SBCT,2024-07-07 00:00,12.5,1021.8,4019,31,49,4.7,81,Chuva
MET2024-0702,SBCT,2024-07-07 03:00,11.6,1022.2,4019,31,50,4.7,96,Chuva
MET2024-0703,SBCT,2024-07-07 06:00,10.7,1022.7,4019,31,50,4.7,87,Chuva
MET2024-0704,SBCT,2024-07-07 09:00,11.6,1022.2,4019,31,42,4.7,100,Chuva
MET2024-0705,SBCT,2024-07-07 12:00,12.5,1021.8,4019,31,53,4.7,87,Chuva
MET2024-0701,SBRF,2024-07-07 00:00,24.9,1012.5,10713,13,24,0.9,37,Chuva
MET2024-0702,SBRF,2024-07-07 03:00,24.0,1013.0,10713,13,36,0.9,23,Chuva
MET2024-0703,SBRF,2024-07-07 06:00,23.1,1013.4,10713,13,26,0.9,27,Chuva
MET2024-0704,SBRF,2024-07-07 09:00,24.0,1013.0,10713,13,29,0.9,24,Chuva
MET2024-0705,SBRF,2024-07-07 12:00,24.9,1012.5,10713,13,25,0.9,21,Chuva
MET2024-0701,SBFL,2024-07-07 00:00,15.3,1011.2,3993,22,43,4.4,89,Chuva
MET2024-0702,SBFL,2024-07-07 03:00,14.4,1011.6,3993,22,37,4.4,79,Chuva
MET2024-0703,SBFL,2024-07-07 06:00,13.5,1012.1,3993,22,34,4.4,90,Chuva
MET2024-0704,SBFL,2024-07-07 09:00,14.4,1011.6,3993,22,37,4.4,80,Chuva
MET2024-0705,SBFL,2024-07-07 12:00,15.3,1011.2,3993,22,33,4.4,93,Chuva
MET2024-0701,SBSV,2024-07-07 00:00,19.6,1017.4,11814,23,46,0.6,35,Chuva
MET2024-0702,SBSV,2024-07-07 03:00,18.7,1017.8,11814,23,38,0.6,14,Chuva
MET2024-0703,SBSV,2024-07-07 06:00,17.8,1018.3,11814,23,42,0.6,16,Chuva
MET2024-0704,SBSV,2024-07-07 09:00,18.7,1017.8,11814,23,35,0.6,22,Chuva
MET2024-0705,SBSV,2024-07-07 12:00,19.6,1017.4,11814,23,44,0.6,35,Chuva
MET2024-0701,SBCG,2024-07-07 00:00,19.3,1017.9,10439,21,35,2.4,50,Chuva
MET2024-0702,SBCG,2024-07-07 03:00,18.4,1018.4,10439,21,39,2.4,48,Chuva
MET2024-0703,SBCG,2024-07-07 06:00,17.5,1018.8,10439,21,35,2.4,69,Chuva
MET2024-0704,SBCG,2024-07-07 09:00,18.4,1018.4,10439,21,38,2.4,75,Chuva
MET2024-0705,SBCG,2024-07-07 12:00,19.3,1017.9,10439,21,44,2.4,60,Chuva
MET2024-0801,SBGR,2024-07-08 00:00,15.9,1015.1,8561,19,30,2.9,73,Chuva
MET2024-0802,SBGR,2024-07-08 03:00,15.0,1015.6,8561,19,35,2.9,55,Chuva
MET2024-0803,SBGR,2024-07-08 06:00,14.1,1016.0,8561,19,40,2.9,53,Chuva
MET2024-0804,SBGR,2024-07-08 09:00,15.0,1015.6,8561,19,30,2.9,60,Chuva
MET2024-0805,SBGR,2024-07-08 12:00,15.9,1015.1,8561,19,38,2.9,75,Chuva
MET2024-0801,SBGL,2024-07-08 00:00,17.6,1013.2,9054,22,40,2.2,48,Chuva
MET2024-0802,SBGL,2024-07-08 03:00,16.7,1013.7,9054,22,46,2.2,54,Chuva
MET2024-0803,SBGL,2024-07-08 06:00,15.8,1014.1,9054,22,45,2.2,43,Chuva
MET2024-0804,SBGL,2024-07-08 09:00,16.7,1013.7,9054,22,39,2.2,37,Chuva
MET2024-0805,SBGL,2024-07-08 12:00,17.6,1013.2,9054,22,40,2.2,46,Chuva
MET2024-0801,SBBR,2024-07-08 00:00,19.0,1012.7,11965,14,26,0.4,20,Ceu aberto
MET2024-0802,SBBR,2024-07-08 03:00,18.1,1013.2,11965,14,28,0.4,21,Ceu aberto
MET2024-0803,SBBR,2024-07-08 06:00,17.2,1013.6,11965,14,26,0.4,33,Ceu aberto
MET2024-0804,SBBR,2024-07-08 09:00,18.1,1013.2,11965,14,37,0.4,14,Ceu aberto
MET2024-0805,SBBR,2024-07-08 12:00,19.0,1012.7,11965,14,30,0.4,29,Ceu aberto
MET2024-0801,SBCF,2024-07-08 00:00,18.6,1010.5,9025,15,32,2.2,47,Chuva
MET2024-0802,SBCF,2024-07-08 03:00,17.7,1010.9,9025,15,32,2.2,63,Chuva
MET2024-0803,SBCF,2024-07-08 06:00,16.8,1011.4,9025,15,38,2.2,43,Chuva
MET2024-0804,SBCF,2024-07-08 09:00,17.7,1010.9,9025,15,39,2.2,56,Chuva
MET2024-0805,SBCF,2024-07-08 12:00,18.6,1010.5,9025,15,33,2.2,56,Chuva
MET2024-0801,SBPA,2024-07-08 00:00,11.8,1020.8,3892,23,48,4.3,82,Chuva
MET2024-0802,SBPA,2024-07-08 03:00,10.9,1021.2,3892,23,38,4.3,85,Chuva
MET2024-0803,SBPA,2024-07-08 06:00,10.0,1021.7,3892,23,34,4.3,75,Chuva
MET2024-0804,SBPA,2024-07-08 09:00,10.9,1021.2,3892,23,35,4.3,83,Chuva
MET2024-0805,SBPA,2024-07-08 12:00,11.8,1020.8,3892,23,40,4.3,70,Chuva
MET2024-0801,SBCT,2024-07-08 00:00,12.7,1018.6,2633,24,35,5.0,88,Chuva intensa
MET2024-0802,SBCT,2024-07-08 03:00,11.8,1019.0,2633,24,34,5.0,94,Chuva intensa
MET2024-0803,SBCT,2024-07-08 06:00,10.9,1019.5,2633,24,36,5.0,100,Chuva intensa
MET2024-0804,SBCT,2024-07-08 09:00,11.8,1019.0,2633,24,38,5.0,93,Chuva intensa
MET2024-0805,SBCT,2024-07-08 12:00,12.7,1018.6,2633,24,42,5.0,100,Chuva intensa
MET2024-0801,SBRF,2024-07-08 00:00,24.3,1011.2,11413,14,38,0.0,36,Ceu aberto
MET2024-0802,SBRF,2024-07-08 03:00,23.4,1011.6,11413,14,25,0.0,28,Ceu aberto
MET2024-0803,SBRF,2024-07-08 06:00,22.5,1012.1,11413,14,37,0.0,20,Ceu aberto
MET2024-0804,SBRF,2024-07-08 09:00,23.4,1011.6,11413,14,26,0.0,33,Ceu aberto
MET2024-0805,SBRF,2024-07-08 12:00,24.3,1011.2,11413,14,26,0.0,4,Ceu aberto
MET2024-0801,SBFL,2024-07-08 00:00,13.9,1013.2,7881,22,36,4.7,76,Chuva
MET2024-0802,SBFL,2024-07-08 03:00,13.0,1013.6,7881,22,45,4.7,84,Chuva
MET2024-0803,SBFL,2024-07-08 06:00,12.1,1014.1,7881,22,45,4.7,93,Chuva
MET2024-0804,SBFL,2024-07-08 09:00,13.0,1013.6,7881,22,46,4.7,91,Chuva
MET2024-0805,SBFL,2024-07-08 12:00,13.9,1013.2,7881,22,36,4.7,83,Chuva
MET2024-0801,SBSV,2024-07-08 00:00,19.8,1013.9,10915,16,36,0.8,31,Chuva
MET2024-0802,SBSV,2024-07-08 03:00,18.9,1014.3,10915,16,31,0.8,29,Chuva
MET2024-0803,SBSV,2024-07-08 06:00,18.0,1014.8,10915,16,29,0.8,42,Chuva
MET2024-0804,SBSV,2024-07-08 09:00,18.9,1014.3,10915,16,29,0.8,23,Chuva
MET2024-0805,SBSV,2024-07-08 12:00,19.8,1013.9,10915,16,38,0.8,40,Chuva
MET2024-0801,SBCG,2024-07-08 00:00,18.0,1011.4,11136,15,33,1.3,35,Chuva
MET2024-0802,SBCG,2024-07-08 03:00,17.1,1011.8,11136,15,32,1.3,37,Chuva
MET2024-0803,SBCG,2024-07-08 06:00,16.2,1012.3,11136,15,38,1.3,15,Chuva
MET2024-0804,SBCG,2024-07-08 09:00,17.1,1011.8,11136,15,37,1.3,25,Chuva
MET2024-0805,SBCG,2024-07-08 12:00,18.0,1011.4,11136,15,28,1.3,35,Chuva
MET2024-0901,SBGR,2024-07-09 00:00,16.5,1014.7,8336,16,32,2.9,75,Chuva
MET2024-0902,SBGR,2024-07-09 03:00,15.6,1015.2,8336,16,40,2.9,58,Chuva
MET2024-0903,SBGR,2024-07-09 06:00,14.7,1015.6,8336,16,30,2.9,57,Chuva
MET2024-0904,SBGR,2024-07-09 09:00,15.6,1015.2,8336,16,28,2.9,71,Chuva
MET2024-0905,SBGR,2024-07-09 12:00,16.5,1014.7,8336,16,35,2.9,61,Chuva
MET2024-0901,SBGL,2024-07-09 00:00,19.1,1014.0,10902,22,42,2.6,54,Chuva
MET2024-0902,SBGL,2024-07-09 03:00,18.2,1014.5,10902,22,43,2.6,45,Chuva
MET2024-0903,SBGL,2024-07-09 06:00,17.3,1014.9,10902,22,34,2.6,70,Chuva
MET2024-0904,SBGL,2024-07-09 09:00,18.2,1014.5,10902,22,39,2.6,39,Chuva
MET2024-0905,SBGL,2024-07-09 12:00,19.1,1014.0,10902,22,44,2.6,56,Chuva
MET2024-0901,SBBR,2024-07-09 00:00,17.0,1014.4,11830,11,30,0.6,29,Chuva
MET2024-0902,SBBR,2024-07-09 03:00,16.1,1014.9,11830,11,33,0.6,24,Chuva
MET2024-0903,SBBR,2024-07-09 06:00,15.2,1015.3,11830,11,35,0.6,23,Chuva
MET2024-0904,SBBR,2024-07-09 09:00,16.1,1014.9,11830,11,22,0.6,26,Chuva
MET2024-0905,SBBR,2024-07-09 12:00,17.0,1014.4,11830,11,28,0.6,45,Chuva
MET2024-0901,SBCF,2024-07-09 00:00,18.1,1007.0,9886,18,34,2.2,59,Chuva
MET2024-0902,SBCF,2024-07-09 03:00,17.2,1007.5,9886,18,42,2.2,39,Chuva
MET2024-0903,SBCF,2024-07-09 06:00,16.3,1007.9,9886,18,30,2.2,63,Chuva
MET2024-0904,SBCF,2024-07-09 09:00,17.2,1007.5,9886,18,41,2.2,67,Chuva
MET2024-0905,SBCF,2024-07-09 12:00,18.1,1007.0,9886,18,35,2.2,41,Chuva
MET2024-0901,SBPA,2024-07-09 00:00,13.3,1013.5,5593,24,45,4.1,97,Chuva
MET2024-0902,SBPA,2024-07-09 03:00,12.4,1014.0,5593,24,46,4.1,83,Chuva
MET2024-0903,SBPA,2024-07-09 06:00,11.5,1014.4,5593,24,48,4.1,67,Chuva
MET2024-0904,SBPA,2024-07-09 09:00,12.4,1014.0,5593,24,46,4.1,76,Chuva
MET2024-0905,SBPA,2024-07-09 12:00,13.3,1013.5,5593,24,40,4.1,89,Chuva
MET2024-0901,SBCT,2024-07-09 00:00,10.0,1017.2,3431,25,49,5.4,100,Chuva intensa
MET2024-0902,SBCT,2024-07-09 03:00,9.0,1017.7,3431,25,40,5.4,96,Chuva intensa
MET2024-0903,SBCT,2024-07-09 06:00,8.1,1018.1,3431,25,38,5.4,100,Chuva intensa
MET2024-0904,SBCT,2024-07-09 09:00,9.0,1017.7,3431,25,47,5.4,93,Chuva intensa
MET2024-0905,SBCT,2024-07-09 12:00,10.0,1017.2,3431,25,41,5.4,100,Chuva intensa
MET2024-0901,SBRF,2024-07-09 00:00,22.4,1011.8,12739,14,31,0.0,14,Ceu aberto
MET2024-0902,SBRF,2024-07-09 03:00,21.5,1012.2,12739,14,37,0.0,18,Ceu aberto
MET2024-0903,SBRF,2024-07-09 06:00,20.6,1012.7,12739,14,29,0.0,19,Ceu aberto
MET2024-0904,SBRF,2024-07-09 09:00,21.5,1012.2,12739,14,35,0.0,33,Ceu aberto
MET2024-0905,SBRF,2024-07-09 12:00,22.4,1011.8,12739,14,38,0.0,22,Ceu aberto
MET2024-0901,SBFL,2024-07-09 00:00,15.2,1020.3,5609,24,36,4.1,83,Chuva
MET2024-0902,SBFL,2024-07-09 03:00,14.3,1020.8,5609,24,44,4.1,88,Chuva
MET2024-0903,SBFL,2024-07-09 06:00,13.4,1021.2,5609,24,43,4.1,65,Chuva
MET2024-0904,SBFL,2024-07-09 09:00,14.3,1020.8,5609,24,40,4.1,77,Chuva
MET2024-0905,SBFL,2024-07-09 12:00,15.2,1020.3,5609,24,40,4.1,89,Chuva
MET2024-0901,SBSV,2024-07-09 00:00,24.8,1014.0,9947,20,44,0.7,34,Chuva
MET2024-0902,SBSV,2024-07-09 03:00,23.9,1014.5,9947,20,36,0.7,29,Chuva
MET2024-0903,SBSV,2024-07-09 06:00,23.0,1014.9,9947,20,43,0.7,16,Chuva
MET2024-0904,SBSV,2024-07-09 09:00,23.9,1014.5,9947,20,38,0.7,30,Chuva
MET2024-0905,SBSV,2024-07-09 12:00,24.8,1014.0,9947,20,37,0.7,38,Chuva
MET2024-0901,SBCG,2024-07-09 00:00,19.3,1013.0,9666,17,39,2.8,64,Chuva
MET2024-0902,SBCG,2024-07-09 03:00,18.4,1013.5,9666,17,29,2.8,57,Chuva
MET2024-0903,SBCG,2024-07-09 06:00,17.5,1013.9,9666,17,35,2.8,62,Chuva
MET2024-0904,SBCG,2024-07-09 09:00,18.4,1013.5,9666,17,30,2.8,57,Chuva
MET2024-0905,SBCG,2024-07-09 12:00,19.3,1013.0,9666,17,34,2.8,50,Chuva
MET2024-1001,SBGR,2024-07-10 00:00,15.5,1016.8,5573,19,38,3.8,87,Chuva
MET2024-1002,SBGR,2024-07-10 03:00,14.6,1017.3,5573,19,40,3.8,89,Chuva
MET2024-1003,SBGR,2024-07-10 06:00,13.6,1017.8,5573,19,36,3.8,70,Chuva
MET2024-1004,SBGR,2024-07-10 09:00,14.6,1017.3,5573,19,37,3.8,89,Chuva
MET2024-1005,SBGR,2024-07-10 12:00,15.5,1016.8,5573,19,34,3.8,93,Chuva
MET2024-1001,SBGL,2024-07-10 00:00,18.6,1016.2,8109,17,28,3.2,71,Chuva
MET2024-1002,SBGL,2024-07-10 03:00,17.7,1016.6,8109,17,31,3.2,53,Chuva
MET2024-1003,SBGL,2024-07-10 06:00,16.8,1017.1,8109,17,28,3.2,74,Chuva
MET2024-1004,SBGL,2024-07-10 09:00,17.7,1016.6,8109,17,28,3.2,72,Chuva
MET2024-1005,SBGL,2024-07-10 12:00,18.6,1016.2,8109,17,33,3.2,64,Chuva
MET2024-1001,SBBR,2024-07-10 00:00,20.8,1013.3,9790,11,33,1.2,37,Chuva
MET2024-1002,SBBR,2024-07-10 03:00,19.8,1013.7,9790,11,22,1.2,44,Chuva
MET2024-1003,SBBR,2024-07-10 06:00,18.9,1014.2,9790,11,34,1.2,55,Chuva
MET2024-1004,SBBR,2024-07-10 09:00,19.8,1013.7,9790,11,23,1.2,47,Chuva
MET2024-1005,SBBR,2024-07-10 12:00,20.8,1013.3,9790,11,27,1.2,38,Chuva
MET2024-1001,SBCF,2024-07-10 00:00,16.2,1014.3,7858,11,28,2.1,53,Chuva
MET2024-1002,SBCF,2024-07-10 03:00,15.3,1014.7,7858,11,31,2.1,51,Chuva
MET2024-1003,SBCF,2024-07-10 06:00,14.4,1015.2,7858,11,32,2.1,39,Chuva
MET2024-1004,SBCF,2024-07-10 09:00,15.3,1014.7,7858,11,34,2.1,66,Chuva
MET2024-1005,SBCF,2024-07-10 12:00,16.2,1014.3,7858,11,23,2.1,63,Chuva
MET2024-1001,SBPA,2024-07-10 00:00,11.7,1020.7,5407,28,44,4.7,97,Chuva
MET2024-1002,SBPA,2024-07-10 03:00,10.8,1021.2,5407,28,47,4.7,86,Chuva
MET2024-1003,SBPA,2024-07-10 06:00,9.9,1021.7,5407,28,52,4.7,92,Chuva
MET2024-1004,SBPA,2024-07-10 09:00,10.8,1021.2,5407,28,51,4.7,98,Chuva
MET2024-1005,SBPA,2024-07-10 12:00,11.7,1020.7,5407,28,46,4.7,84,Chuva
MET2024-1001,SBCT,2024-07-10 00:00,9.0,1016.8,4000,29,49,5.2,86,Chuva intensa
MET2024-1002,SBCT,2024-07-10 03:00,8.1,1017.3,4000,29,49,5.2,81,Chuva intensa
MET2024-1003,SBCT,2024-07-10 06:00,7.2,1017.7,4000,29,42,5.2,95,Chuva intensa
MET2024-1004,SBCT,2024-07-10 09:00,8.1,1017.3,4000,29,46,5.2,95,Chuva intensa
MET2024-1005,SBCT,2024-07-10 12:00,9.0,1016.8,4000,29,50,5.2,100,Chuva intensa
MET2024-1001,SBRF,2024-07-10 00:00,23.7,1010.4,11854,11,33,0.2,8,Ceu aberto
MET2024-1002,SBRF,2024-07-10 03:00,22.8,1010.8,11854,11,33,0.2,5,Ceu aberto
MET2024-1003,SBRF,2024-07-10 06:00,21.9,1011.3,11854,11,29,0.2,36,Ceu aberto
MET2024-1004,SBRF,2024-07-10 09:00,22.8,1010.8,11854,11,31,0.2,16,Ceu aberto
MET2024-1005,SBRF,2024-07-10 12:00,23.7,1010.4,11854,11,29,0.2,51,Ceu aberto
MET2024-1001,SBFL,2024-07-10 00:00,15.3,1014.9,5229,24,36,4.0,84,Chuva
MET2024-1002,SBFL,2024-07-10 03:00,14.4,1015.4,5229,24,42,4.0,73,Chuva
MET2024-1003,SBFL,2024-07-10 06:00,13.5,1015.9,5229,24,40,4.0,72,Chuva
MET2024-1004,SBFL,2024-07-10 09:00,14.4,1015.4,5229,24,40,4.0,77,Chuva
MET2024-1005,SBFL,2024-07-10 12:00,15.3,1014.9,5229,24,36,4.0,93,Chuva
MET2024-1001,SBSV,2024-07-10 00:00,22.1,1008.7,9719,15,39,2.0,55,Chuva
MET2024-1002,SBSV,2024-07-10 03:00,21.2,1009.2,9719,15,39,2.0,46,Chuva
MET2024-1003,SBSV,2024-07-10 06:00,20.2,1009.6,9719,15,39,2.0,42,Chuva
MET2024-1004,SBSV,2024-07-10 09:00,21.2,1009.2,9719,15,40,2.0,49,Chuva
MET2024-1005,SBSV,2024-07-10 12:00,22.1,1008.7,9719,15,26,2.0,56,Chuva
MET2024-1001,SBCG,2024-07-10 00:00,18.3,1014.1,7148,20,43,2.9,58,Chuva
MET2024-1002,SBCG,2024-07-10 03:00,17.4,1014.6,7148,20,40,2.9,76,Chuva
MET2024-1003,SBCG,2024-07-10 06:00,16.5,1015.0,7148,20,44,2.9,61,Chuva
MET2024-1004,SBCG,2024-07-10 09:00,17.4,1014.6,7148,20,32,2.9,45,Chuva
MET2024-1005,SBCG,2024-07-10 12:00,18.3,1014.1,7148,20,31,2.9,66,Chuva
MET2024-1101,SBGR,2024-07-11 00:00,18.0,1016.2,7981,16,31,3.0,62,Chuva
MET2024-1102,SBGR,2024-07-11 03:00,17.1,1016.7,7981,16,35,3.0,60,Chuva
MET2024-1103,SBGR,2024-07-11 06:00,16.1,1017.1,7981,16,30,3.0,82,Chuva
MET2024-1104,SBGR,2024-07-11 09:00,17.1,1016.7,7981,16,29,3.0,60,Chuva
MET2024-1105,SBGR,2024-07-11 12:00,18.0,1016.2,7981,16,34,3.0,53,Chuva
MET2024-1101,SBGL,2024-07-11 00:00,16.5,1012.4,9114,19,43,2.5,53,Chuva
MET2024-1102,SBGL,2024-07-11 03:00,15.6,1012.9,9114,19,34,2.5,59,Chuva
MET2024-1103,SBGL,2024-07-11 06:00,14.6,1013.4,9114,19,39,2.5,53,Chuva
MET2024-1104,SBGL,2024-07-11 09:00,15.6,1012.9,9114,19,38,2.5,44,Chuva
MET2024-1105,SBGL,2024-07-11 12:00,16.5,1012.4,9114,19,37,2.5,62,Chuva
MET2024-1101,SBBR,2024-07-11 00:00,17.8,1015.2,11065,11,24,0.7,20,Chuva
MET2024-1102,SBBR,2024-07-11 03:00,16.8,1015.7,11065,11,36,0.7,29,Chuva
MET2024-1103,SBBR,2024-07-11 06:00,15.9,1016.2,11065,11,27,0.7,18,Chuva
MET2024-1104,SBBR,2024-07-11 09:00,16.8,1015.7,11065,11,31,0.7,28,Chuva
MET2024-1105,SBBR,2024-07-11 12:00,17.8,1015.2,11065,11,26,0.7,19,Chuva
MET2024-1101,SBCF,2024-07-11 00:00,19.1,1010.9,7155,15,40,1.8,45,Chuva
MET2024-1102,SBCF,2024-07-11 03:00,18.1,1011.4,7155,15,25,1.8,39,Chuva
MET2024-1103,SBCF,2024-07-11 06:00,17.2,1011.9,7155,15,39,1.8,66,Chuva
MET2024-1104,SBCF,2024-07-11 09:00,18.1,1011.4,7155,15,29,1.8,31,Chuva
MET2024-1105,SBCF,2024-07-11 12:00,19.1,1010.9,7155,15,35,1.8,75,Chuva
MET2024-1101,SBPA,2024-07-11 00:00,14.0,1014.5,4000,24,48,5.1,93,Chuva intensa
MET2024-1102,SBPA,2024-07-11 03:00,13.1,1014.9,4000,24,42,5.1,84,Chuva intensa
MET2024-1103,SBPA,2024-07-11 06:00,12.2,1015.4,4000,24,35,5.1,89,Chuva intensa
MET2024-1104,SBPA,2024-07-11 09:00,13.1,1014.9,4000,24,38,5.1,100,Chuva intensa
MET2024-1105,SBPA,2024-07-11 12:00,14.0,1014.5,4000,24,48,5.1,100,Chuva intensa
MET2024-1101,SBCT,2024-07-11 00:00,14.5,1012.7,8098,17,34,4.0,63,Chuva
MET2024-1102,SBCT,2024-07-11 03:00,13.5,1013.2,8098,17,38,4.0,78,Chuva
MET2024-1103,SBCT,2024-07-11 06:00,12.6,1013.6,8098,17,28,4.0,84,Chuva
MET2024-1104,SBCT,2024-07-11 09:00,13.5,1013.2,8098,17,35,4.0,67,Chuva
MET2024-1105,SBCT,2024-07-11 12:00,14.5,1012.7,8098,17,39,4.0,82,Chuva
MET2024-1101,SBRF,2024-07-11 00:00,24.6,1012.0,10783,23,40,1.0,36,Chuva
MET2024-1102,SBRF,2024-07-11 03:00,23.6,1012.5,10783,23,39,1.0,62,Chuva
MET2024-1103,SBRF,2024-07-11 06:00,22.7,1012.9,10783,23,36,1.0,32,Chuva
MET2024-1104,SBRF,2024-07-11 09:00,23.6,1012.5,10783,23,46,1.0,46,Chuva
MET2024-1105,SBRF,2024-07-11 12:00,24.6,1012.0,10783,23,34,1.0,49,Chuva
MET2024-1101,SBFL,2024-07-11 00:00,13.4,1018.1,5804,22,34,4.7,73,Chuva
MET2024-1102,SBFL,2024-07-11 03:00,12.5,1018.5,5804,22,39,4.7,100,Chuva
