id_voo,codigo_voo,data,horario_previsto,horario_realizado,aeroporto_origem,aeroporto_destino,id_rota,matricula_aeronave,atraso_minutos,status,motivo_atraso,cancelado,desviado
2023-000185,XYZ230185,2023-07-05,09:00,,SBGR,SBGL,ROT001,PR-SCD,0,Cancelado,Meteorologia,1,0
2023-000186,XYZ230186,2023-07-05,09:00,2023-07-05 09:43,SBGR,SBBR,ROT002,PR-TQJ,43,Realizado,Meteorologia,0,0
2023-000187,XYZ230187,2023-07-05,09:00,2023-07-05 09:23,SBGR,SBCF,ROT003,PR-UKM,23,Realizado,Meteorologia,0,0
2023-000188,XYZ230188,2023-07-05,09:00,2023-07-05 09:13,SBGR,SBPA,ROT004,PR-VPN,13,Realizado,Meteorologia,0,0
2023-000189,XYZ230189,2023-07-05,09:00,2023-07-05 09:24,SBGL,SBBR,ROT010,PR-WAR,24,Realizado,Meteorologia,0,0
2023-000190,XYZ230190,2023-07-05,09:00,2023-07-05 09:55,SBGL,SBCF,ROT011,PR-XBE,55,Desviado,Meteorologia,0,1
2023-000191,XYZ230191,2023-07-05,09:00,2023-07-05 09:43,SBGL,SBPA,ROT012,PR-YCF,43,Realizado,Meteorologia,0,0
2023-000192,XYZ230192,2023-07-05,09:00,2023-07-05 09:42,SBGL,SBCT,ROT013,PR-ZDG,42,Realizado,Meteorologia,0,0
2023-000193,XYZ230193,2023-07-05,12:00,2023-07-05 12:45,SBGR,SBGL,ROT001,PR-ADH,45,Realizado,Meteorologia,0,0
2023-000194,XYZ230194,2023-07-05,12:00,2023-07-05 12:49,SBGR,SBBR,ROT002,PR-BKR,49,Realizado,Meteorologia,0,0
2023-000195,XYZ230195,2023-07-05,12:00,2023-07-05 12:34,SBGR,SBCF,ROT003,PR-CEV,34,Realizado,Meteorologia,0,0
2023-000196,XYZ230196,2023-07-05,12:00,2023-07-05 12:31,SBGR,SBPA,ROT004,PR-DQF,31,Realizado,Meteorologia,0,0
2023-000197,XYZ230197,2023-07-05,12:00,2023-07-05 12:15,SBGL,SBBR,ROT010,PR-EHX,15,Realizado,Meteorologia,0,0
2023-000198,XYZ230198,2023-07-05,12:00,2023-07-05 12:14,SBGL,SBCF,ROT011,PR-FKA,14,Realizado,Meteorologia,0,0
2023-000199,XYZ230199,2023-07-05,12:00,2023-07-05 12:13,SBGL,SBPA,ROT012,PR-GMB,13,Realizado,Meteorologia,0,0
2023-000200,XYZ230200,2023-07-05,12:00,2023-07-05 12:10,SBGL,SBCT,ROT013,PR-HNC,10,Realizado,Meteorologia,0,0
2023-000201,XYZ230201,2023-07-06,00:00,2023-07-06 00:17,SBGR,SBGL,ROT001,PR-JRD,17,Realizado,Meteorologia,0,0
2023-000202,XYZ230202,2023-07-06,00:00,2023-07-06 00:41,SBGR,SBBR,ROT002,PR-KSE,41,Realizado,Meteorologia,0,0
2023-000203,XYZ230203,2023-07-06,00:00,2023-07-06 00:22,SBGR,SBCF,ROT003,PR-LTF,22,Realizado,Meteorologia,0,0
2023-000204,XYZ230204,2023-07-06,00:00,2023-07-06 00:19,SBGR,SBPA,ROT004,PR-MUG,19,Realizado,Meteorologia,0,0
2023-000205,XYZ230205,2023-07-06,00:00,2023-07-06 00:20,SBGL,SBBR,ROT010,PR-NVH,20,Realizado,Meteorologia,0,0
2023-000206,XYZ230206,2023-07-06,00:00,2023-07-06 00:43,SBGL,SBCF,ROT011,PR-PWL,43,Realizado,Meteorologia,0,0
2023-000207,XYZ230207,2023-07-06,00:00,2023-07-06 00:54,SBGL,SBPA,ROT012,PR-QXA,54,Desviado,Meteorologia,0,1
2023-000208,XYZ230208,2023-07-06,00:00,2023-07-06 00:14,SBGL,SBCT,ROT013,PR-RYB,14,Realizado,Meteorologia,0,0
2023-000209,XYZ230209,2023-07-06,03:00,2023-07-06 03:46,SBGR,SBGL,ROT001,PR-SCD,46,Realizado,Meteorologia,0,0
2023-000210,XYZ230210,2023-07-06,03:00,2023-07-06 03:18,SBGR,SBBR,ROT002,PR-TQJ,18,Realizado,Meteorologia,0,0
2023-000211,XYZ230211,2023-07-06,03:00,2023-07-06 03:29,SBGR,SBCF,ROT003,PR-UKM,29,Realizado,Meteorologia,0,0
2023-000212,XYZ230212,2023-07-06,03:00,2023-07-06 03:37,SBGR,SBPA,ROT004,PR-VPN,37,Realizado,Meteorologia,0,0
2023-000213,XYZ230213,2023-07-06,03:00,2023-07-06 03:56,SBGL,SBBR,ROT010,PR-WAR,56,Desviado,Meteorologia,0,1
2023-000214,XYZ230214,2023-07-06,03:00,2023-07-06 03:26,SBGL,SBCF,ROT011,PR-XBE,26,Realizado,Meteorologia,0,0
2023-000215,XYZ230215,2023-07-06,03:00,2023-07-06 03:49,SBGL,SBPA,ROT012,PR-YCF,49,Realizado,Meteorologia,0,0
2023-000216,XYZ230216,2023-07-06,03:00,2023-07-06 03:38,SBGL,SBCT,ROT013,PR-ZDG,38,Realizado,Meteorologia,0,0
2023-000217,XYZ230217,2023-07-06,06:00,,SBGR,SBGL,ROT001,PR-ADH,0,Cancelado,Meteorologia,1,0
2023-000218,XYZ230218,2023-07-06,06:00,2023-07-06 06:40,SBGR,SBBR,ROT002,PR-BKR,40,Realizado,Meteorologia,0,0
2023-000219,XYZ230219,2023-07-06,06:00,2023-07-06 06:48,SBGR,SBCF,ROT003,PR-CEV,48,Realizado,Meteorologia,0,0
2023-000220,XYZ230220,2023-07-06,06:00,2023-07-06 06:29,SBGR,SBPA,ROT004,PR-DQF,29,Realizado,Meteorologia,0,0
2023-000221,XYZ230221,2023-07-06,06:00,2023-07-06 06:29,SBGL,SBBR,ROT010,PR-EHX,29,Realizado,Meteorologia,0,0
2023-000222,XYZ230222,2023-07-06,06:00,,SBGL,SBCF,ROT011,PR-FKA,0,Cancelado,Meteorologia,1,0
2023-000223,XYZ230223,2023-07-06,06:00,2023-07-06 06:18,SBGL,SBPA,ROT012,PR-GMB,18,Realizado,Meteorologia,0,0
2023-000224,XYZ230224,2023-07-06,06:00,2023-07-06 06:39,SBGL,SBCT,ROT013,PR-HNC,39,Realizado,Meteorologia,0,0
2023-000225,XYZ230225,2023-07-06,09:00,2023-07-06 09:44,SBGR,SBGL,ROT001,PR-JRD,44,Realizado,Meteorologia,0,0
2023-000226,XYZ230226,2023-07-06,09:00,2023-07-06 09:38,SBGR,SBBR,ROT002,PR-KSE,38,Realizado,Meteorologia,0,0
2023-000227,XYZ230227,2023-07-06,09:00,2023-07-06 09:33,SBGR,SBCF,ROT003,PR-LTF,33,Realizado,Meteorologia,0,0
2023-000228,XYZ230228,2023-07-06,09:00,2023-07-06 09:16,SBGR,SBPA,ROT004,PR-MUG,16,Realizado,Meteorologia,0,0
2023-000229,XYZ230229,2023-07-06,09:00,2023-07-06 09:25,SBGL,SBBR,ROT010,PR-NVH,25,Realizado,Meteorologia,0,0
2023-000230,XYZ230230,2023-07-06,09:00,2023-07-06 09:39,SBGL,SBCF,ROT011,PR-PWL,39,Realizado,Meteorologia,0,0
2023-000231,XYZ230231,2023-07-06,09:00,2023-07-06 09:46,SBGL,SBPA,ROT012,PR-QXA,46,Realizado,Meteorologia,0,0
2023-000232,XYZ230232,2023-07-06,09:00,2023-07-06 09:30,SBGL,SBCT,ROT013,PR-RYB,30,Realizado,Meteorologia,0,0
2023-000233,XYZ230233,2023-07-06,12:00,2023-07-06 12:44,SBGR,SBGL,ROT001,PR-SCD,44,Realizado,Meteorologia,0,0
2023-000234,XYZ230234,2023-07-06,12:00,2023-07-06 12:41,SBGR,SBBR,ROT002,PR-TQJ,41,Realizado,Meteorologia,0,0
2023-000235,XYZ230235,2023-07-06,12:00,2023-07-06 12:12,SBGR,SBCF,ROT003,PR-UKM,12,Realizado,Meteorologia,0,0
2023-000236,XYZ230236,2023-07-06,12:00,2023-07-06 12:47,SBGR,SBPA,ROT004,PR-VPN,47,Realizado,Meteorologia,0,0
2023-000237,XYZ230237,2023-07-06,12:00,2023-07-06 12:29,SBGL,SBBR,ROT010,PR-WAR,29,Realizado,Meteorologia,0,0
2023-000238,XYZ230238,2023-07-06,12:00,2023-07-06 12:48,SBGL,SBCF,ROT011,PR-XBE,48,Realizado,Meteorologia,0,0
2023-000239,XYZ230239,2023-07-06,12:00,2023-07-06 12:36,SBGL,SBPA,ROT012,PR-YCF,36,Realizado,Meteorologia,0,0
2023-000240,XYZ230240,2023-07-06,12:00,2023-07-06 12:16,SBGL,SBCT,ROT013,PR-ZDG,16,Realizado,Meteorologia,0,0
2023-000241,XYZ230241,2023-07-07,00:00,2023-07-07 00:19,SBGR,SBGL,ROT001,PR-ADH,19,Realizado,Meteorologia,0,0
2023-000242,XYZ230242,2023-07-07,00:00,2023-07-07 00:34,SBGR,SBBR,ROT002,PR-BKR,34,Realizado,Meteorologia,0,0
2023-000243,XYZ230243,2023-07-07,00:00,2023-07-07 00:47,SBGR,SBCF,ROT003,PR-CEV,47,Realizado,Meteorologia,0,0
2023-000244,XYZ230244,2023-07-07,00:00,2023-07-07 00:16,SBGR,SBPA,ROT004,PR-DQF,16,Realizado,Meteorologia,0,0
2023-000245,XYZ230245,2023-07-07,00:00,2023-07-07 00:16,SBGL,SBBR,ROT010,PR-EHX,16,Realizado,Meteorologia,0,0
2023-000246,XYZ230246,2023-07-07,00:00,2023-07-07 00:32,SBGL,SBCF,ROT011,PR-FKA,32,Desviado,Meteorologia,0,1
2023-000247,XYZ230247,2023-07-07,00:00,2023-07-07 00:28,SBGL,SBPA,ROT012,PR-GMB,28,Realizado,Meteorologia,0,0
2023-000248,XYZ230248,2023-07-07,00:00,2023-07-07 00:11,SBGL,SBCT,ROT013,PR-HNC,11,Realizado,Meteorologia,0,0
2023-000249,XYZ230249,2023-07-07,03:00,2023-07-07 03:32,SBGR,SBGL,ROT001,PR-JRD,32,Realizado,Meteorologia,0,0
2023-000250,XYZ230250,2023-07-07,03:00,2023-07-07 03:44,SBGR,SBBR,ROT002,PR-KSE,44,Realizado,Meteorologia,0,0
2023-000251,XYZ230251,2023-07-07,03:00,2023-07-07 03:33,SBGR,SBCF,ROT003,PR-LTF,33,Realizado,Meteorologia,0,0
2023-000252,XYZ230252,2023-07-07,03:00,2023-07-07 03:55,SBGR,SBPA,ROT004,PR-MUG,55,Desviado,Meteorologia,0,1
2023-000253,XYZ230253,2023-07-07,03:00,2023-07-07 03:38,SBGL,SBBR,ROT010,PR-NVH,38,Realizado,Meteorologia,0,0
2023-000254,XYZ230254,2023-07-07,03:00,2023-07-07 03:11,SBGL,SBCF,ROT011,PR-PWL,11,Realizado,Meteorologia,0,0
2023-000255,XYZ230255,2023-07-07,03:00,2023-07-07 03:22,SBGL,SBPA,ROT012,PR-QXA,22,Realizado,Meteorologia,0,0
2023-000256,XYZ230256,2023-07-07,03:00,2023-07-07 03:37,SBGL,SBCT,ROT013,PR-RYB,37,Realizado,Meteorologia,0,0
2023-000257,XYZ230257,2023-07-07,06:00,2023-07-07 06:10,SBGR,SBGL,ROT001,PR-SCD,10,Realizado,Meteorologia,0,0
2023-000258,XYZ230258,2023-07-07,06:00,2023-07-07 06:13,SBGR,SBBR,ROT002,PR-TQJ,13,Realizado,Meteorologia,0,0
2023-000259,XYZ230259,2023-07-07,06:00,2023-07-07 06:26,SBGR,SBCF,ROT003,PR-UKM,26,Realizado,Meteorologia,0,0
2023-000260,XYZ230260,2023-07-07,06:00,2023-07-07 06:22,SBGR,SBPA,ROT004,PR-VPN,22,Desviado,Meteorologia,0,1
2023-000261,XYZ230261,2023-07-07,06:00,,SBGL,SBBR,ROT010,PR-WAR,0,Cancelado,Meteorologia,1,0
2023-000262,XYZ230262,2023-07-07,06:00,2023-07-07 06:12,SBGL,SBCF,ROT011,PR-XBE,12,Realizado,Meteorologia,0,0
2023-000263,XYZ230263,2023-07-07,06:00,2023-07-07 06:36,SBGL,SBPA,ROT012,PR-YCF,36,Desviado,Meteorologia,0,1
2023-000264,XYZ230264,2023-07-07,06:00,2023-07-07 06:17,SBGL,SBCT,ROT013,PR-ZDG,17,Realizado,Meteorologia,0,0
2023-000265,XYZ230265,2023-07-07,09:00,2023-07-07 09:48,SBGR,SBGL,ROT001,PR-ADH,48,Realizado,Meteorologia,0,0
2023-000266,XYZ230266,2023-07-07,09:00,2023-07-07 09:11,SBGR,SBBR,ROT002,PR-BKR,11,Realizado,Meteorologia,0,0
2023-000267,XYZ230267,2023-07-07,09:00,2023-07-07 09:22,SBGR,SBCF,ROT003,PR-CEV,22,Realizado,Meteorologia,0,0
2023-000268,XYZ230268,2023-07-07,09:00,2023-07-07 09:25,SBGR,SBPA,ROT004,PR-DQF,25,Realizado,Meteorologia,0,0
2023-000269,XYZ230269,2023-07-07,09:00,2023-07-07 09:32,SBGL,SBBR,ROT010,PR-EHX,32,Realizado,Meteorologia,0,0
2023-000270,XYZ230270,2023-07-07,09:00,2023-07-07 09:19,SBGL,SBCF,ROT011,PR-FKA,19,Realizado,Meteorologia,0,0
2023-000271,XYZ230271,2023-07-07,09:00,2023-07-07 09:39,SBGL,SBPA,ROT012,PR-GMB,39,Realizado,Meteorologia,0,0
2023-000272,XYZ230272,2023-07-07,09:00,2023-07-07 09:39,SBGL,SBCT,ROT013,PR-HNC,39,Realizado,Meteorologia,0,0
2023-000273,XYZ230273,2023-07-07,12:00,,SBGR,SBGL,ROT001,PR-JRD,0,Cancelado,Meteorologia,1,0
2023-000274,XYZ230274,2023-07-07,12:00,2023-07-07 12:43,SBGR,SBBR,ROT002,PR-KSE,43,Realizado,Meteorologia,0,0
2023-000275,XYZ230275,2023-07-07,12:00,2023-07-07 12:47,SBGR,SBCF,ROT003,PR-LTF,47,Realizado,Meteorologia,0,0
2023-000276,XYZ230276,2023-07-07,12:00,2023-07-07 12:11,SBGR,SBPA,ROT004,PR-MUG,11,Realizado,Meteorologia,0,0
2023-000277,XYZ230277,2023-07-07,12:00,2023-07-07 12:17,SBGL,SBBR,ROT010,PR-NVH,17,Realizado,Meteorologia,0,0
2023-000278,XYZ230278,2023-07-07,12:00,2023-07-07 12:10,SBGL,SBCF,ROT011,PR-PWL,10,Realizado,Meteorologia,0,0
2023-000279,XYZ230279,2023-07-07,12:00,2023-07-07 12:19,SBGL,SBPA,ROT012,PR-QXA,19,Realizado,Meteorologia,0,0
2023-000280,XYZ230280,2023-07-07,12:00,2023-07-07 12:12,SBGL,SBCT,ROT013,PR-RYB,12,Realizado,Meteorologia,0,0
2023-000281,XYZ230281,2023-07-08,00:00,2023-07-08 00:36,SBGR,SBGL,ROT001,PR-SCD,36,Realizado,Meteorologia,0,0
2023-000282,XYZ230282,2023-07-08,00:00,2023-07-08 00:12,SBGR,SBBR,ROT002,PR-TQJ,12,Realizado,Meteorologia,0,0
2023-000283,XYZ230283,2023-07-08,00:00,2023-07-08 00:11,SBGR,SBCF,ROT003,PR-UKM,11,Realizado,Meteorologia,0,0
2023-000284,XYZ230284,2023-07-08,00:00,2023-07-08 00:36,SBGR,SBPA,ROT004,PR-VPN,36,Realizado,Meteorologia,0,0
2023-000285,XYZ230285,2023-07-08,00:00,2023-07-08 00:18,SBGL,SBBR,ROT010,PR-WAR,18,Realizado,Meteorologia,0,0
2023-000286,XYZ230286,2023-07-08,00:00,2023-07-08 00:21,SBGL,SBCF,ROT011,PR-XBE,21,Realizado,Meteorologia,0,0
2023-000287,XYZ230287,2023-07-08,00:00,2023-07-08 00:29,SBGL,SBPA,ROT012,PR-YCF,29,Realizado,Meteorologia,0,0
2023-000288,XYZ230288,2023-07-08,00:00,2023-07-08 00:16,SBGL,SBCT,ROT013,PR-ZDG,16,Realizado,Meteorologia,0,0
2023-000289,XYZ230289,2023-07-08,03:00,2023-07-08 03:11,SBGR,SBGL,ROT001,PR-ADH,11,Realizado,Meteorologia,0,0
2023-000290,XYZ230290,2023-07-08,03:00,2023-07-08 03:27,SBGR,SBBR,ROT002,PR-BKR,27,Realizado,Meteorologia,0,0
2023-000291,XYZ230291,2023-07-08,03:00,2023-07-08 03:40,SBGR,SBCF,ROT003,PR-CEV,40,Realizado,Meteorologia,0,0
2023-000292,XYZ230292,2023-07-08,03:00,2023-07-08 03:36,SBGR,SBPA,ROT004,PR-DQF,36,Desviado,Meteorologia,0,1
2023-000293,XYZ230293,2023-07-08,03:00,2023-07-08 03:22,SBGL,SBBR,ROT010,PR-EHX,22,Realizado,Meteorologia,0,0
2023-000294,XYZ230294,2023-07-08,03:00,2023-07-08 03:47,SBGL,SBCF,ROT011,PR-FKA,47,Desviado,Meteorologia,0,1
2023-000295,XYZ230295,2023-07-08,03:00,2023-07-08 03:54,SBGL,SBPA,ROT012,PR-GMB,54,Desviado,Meteorologia,0,1
2023-000296,XYZ230296,2023-07-08,03:00,2023-07-08 03:47,SBGL,SBCT,ROT013,PR-HNC,47,Realizado,Meteorologia,0,0
2023-000297,XYZ230297,2023-07-08,06:00,2023-07-08 06:16,SBGR,SBGL,ROT001,PR-JRD,16,Realizado,Meteorologia,0,0
2023-000298,XYZ230298,2023-07-08,06:00,2023-07-08 06:11,SBGR,SBBR,ROT002,PR-KSE,11,Realizado,Meteorologia,0,0
2023-000299,XYZ230299,2023-07-08,06:00,2023-07-08 06:34,SBGR,SBCF,ROT003,PR-LTF,34,Realizado,Meteorologia,0,0
2023-000300,XYZ230300,2023-07-08,06:00,2023-07-08 06:12,SBGR,SBPA,ROT004,PR-MUG,12,Realizado,Meteorologia,0,0
2023-000301,XYZ230301,2023-07-08,06:00,2023-07-08 06:24,SBGL,SBBR,ROT010,PR-NVH,24,Desviado,Meteorologia,0,1
2023-000302,XYZ230302,2023-07-08,06:00,,SBGL,SBCF,ROT011,PR-PWL,0,Cancelado,Meteorologia,1,0
2023-000303,XYZ230303,2023-07-08,06:00,2023-07-08 06:15,SBGL,SBPA,ROT012,PR-QXA,15,Realizado,Meteorologia,0,0
2023-000304,XYZ230304,2023-07-08,06:00,2023-07-08 06:20,SBGL,SBCT,ROT013,PR-RYB,20,Realizado,Meteorologia,0,0
2023-000305,XYZ230305,2023-07-08,09:00,2023-07-08 09:32,SBGR,SBGL,ROT001,PR-SCD,32,Realizado,Meteorologia,0,0
2023-000306,XYZ230306,2023-07-08,09:00,2023-07-08 09:40,SBGR,SBBR,ROT002,PR-TQJ,40,Realizado,Meteorologia,0,0
2023-000307,XYZ230307,2023-07-08,09:00,2023-07-08 09:20,SBGR,SBCF,ROT003,PR-UKM,20,Desviado,Meteorologia,0,1
2023-000308,XYZ230308,2023-07-08,09:00,2023-07-08 09:40,SBGR,SBPA,ROT004,PR-VPN,40,Desviado,Meteorologia,0,1
2023-000309,XYZ230309,2023-07-08,09:00,2023-07-08 09:21,SBGL,SBBR,ROT010,PR-WAR,21,Realizado,Meteorologia,0,0
2023-000310,XYZ230310,2023-07-08,09:00,2023-07-08 09:18,SBGL,SBCF,ROT011,PR-XBE,18,Realizado,Meteorologia,0,0
2023-000311,XYZ230311,2023-07-08,09:00,2023-07-08 09:19,SBGL,SBPA,ROT012,PR-YCF,19,Realizado,Meteorologia,0,0
2023-000312,XYZ230312,2023-07-08,09:00,2023-07-08 09:46,SBGL,SBCT,ROT013,PR-ZDG,46,Realizado,Meteorologia,0,0
2023-000313,XYZ230313,2023-07-08,12:00,2023-07-08 12:22,SBGR,SBGL,ROT001,PR-ADH,22,Realizado,Meteorologia,0,0
2023-000314,XYZ230314,2023-07-08,12:00,2023-07-08 12:41,SBGR,SBBR,ROT002,PR-BKR,41,Realizado,Meteorologia,0,0
2023-000315,XYZ230315,2023-07-08,12:00,2023-07-08 12:29,SBGR,SBCF,ROT003,PR-CEV,29,Desviado,Meteorologia,0,1
2023-000316,XYZ230316,2023-07-08,12:00,2023-07-08 12:26,SBGR,SBPA,ROT004,PR-DQF,26,Realizado,Meteorologia,0,0
2023-000317,XYZ230317,2023-07-08,12:00,2023-07-08 12:11,SBGL,SBBR,ROT010,PR-EHX,11,Realizado,Meteorologia,0,0
2023-000318,XYZ230318,2023-07-08,12:00,2023-07-08 12:56,SBGL,SBCF,ROT011,PR-FKA,56,Desviado,Meteorologia,0,1
2023-000319,XYZ230319,2023-07-08,12:00,2023-07-08 12:10,SBGL,SBPA,ROT012,PR-GMB,10,Realizado,Meteorologia,0,0
2023-000320,XYZ230320,2023-07-08,12:00,2023-07-08 12:23,SBGL,SBCT,ROT013,PR-HNC,23,Realizado,Meteorologia,0,0
2023-000321,XYZ230321,2023-07-09,00:00,2023-07-09 00:31,SBGR,SBGL,ROT001,PR-JRD,31,Realizado,Meteorologia,0,0
2023-000322,XYZ230322,2023-07-09,00:00,2023-07-09 00:25,SBGR,SBBR,ROT002,PR-KSE,25,Realizado,Meteorologia,0,0
2023-000323,XYZ230323,2023-07-09,00:00,2023-07-09 00:15,SBGR,SBCF,ROT003,PR-LTF,15,Realizado,Meteorologia,0,0
2023-000324,XYZ230324,2023-07-09,00:00,2023-07-09 00:26,SBGR,SBPA,ROT004,PR-MUG,26,Realizado,Meteorologia,0,0
2023-000325,XYZ230325,2023-07-09,00:00,2023-07-09 00:16,SBGL,SBBR,ROT010,PR-NVH,16,Realizado,Meteorologia,0,0
2023-000326,XYZ230326,2023-07-09,00:00,2023-07-09 00:18,SBGL,SBCF,ROT011,PR-PWL,18,Realizado,Meteorologia,0,0
2023-000327,XYZ230327,2023-07-09,00:00,2023-07-09 00:23,SBGL,SBPA,ROT012,PR-QXA,23,Desviado,Meteorologia,0,1
2023-000328,XYZ230328,2023-07-09,00:00,2023-07-09 00:31,SBGL,SBCT,ROT013,PR-RYB,31,Realizado,Meteorologia,0,0
2023-000329,XYZ230329,2023-07-09,03:00,2023-07-09 03:49,SBGR,SBGL,ROT001,PR-SCD,49,Realizado,Meteorologia,0,0
2023-000330,XYZ230330,2023-07-09,03:00,2023-07-09 03:34,SBGR,SBBR,ROT002,PR-TQJ,34,Realizado,Meteorologia,0,0
2023-000331,XYZ230331,2023-07-09,03:00,2023-07-09 03:43,SBGR,SBCF,ROT003,PR-UKM,43,Realizado,Meteorologia,0,0
2023-000332,XYZ230332,2023-07-09,03:00,2023-07-09 03:34,SBGR,SBPA,ROT004,PR-VPN,34,Realizado,Meteorologia,0,0
2023-000333,XYZ230333,2023-07-09,03:00,2023-07-09 03:37,SBGL,SBBR,ROT010,PR-WAR,37,Realizado,Meteorologia,0,0
2023-000334,XYZ230334,2023-07-09,03:00,2023-07-09 03:17,SBGL,SBCF,ROT011,PR-XBE,17,Realizado,Meteorologia,0,0
2023-000335,XYZ230335,2023-07-09,03:00,2023-07-09 03:36,SBGL,SBPA,ROT012,PR-YCF,36,Realizado,Meteorologia,0,0
2023-000336,XYZ230336,2023-07-09,03:00,2023-07-09 03:28,SBGL,SBCT,ROT013,PR-ZDG,28,Realizado,Meteorologia,0,0
2023-000337,XYZ230337,2023-07-09,06:00,2023-07-09 06:41,SBGR,SBGL,ROT001,PR-ADH,41,Realizado,Meteorologia,0,0
2023-000338,XYZ230338,2023-07-09,06:00,2023-07-09 06:19,SBGR,SBBR,ROT002,PR-BKR,19,Realizado,Meteorologia,0,0
2023-000339,XYZ230339,2023-07-09,06:00,2023-07-09 06:17,SBGR,SBCF,ROT003,PR-CEV,17,Realizado,Meteorologia,0,0
2023-000340,XYZ230340,2023-07-09,06:00,2023-07-09 06:33,SBGR,SBPA,ROT004,PR-DQF,33,Desviado,Meteorologia,0,1
2023-000341,XYZ230341,2023-07-09,06:00,2023-07-09 06:14,SBGL,SBBR,ROT010,PR-EHX,14,Realizado,Meteorologia,0,0
2023-000342,XYZ230342,2023-07-09,06:00,2023-07-09 06:26,SBGL,SBCF,ROT011,PR-FKA,26,Realizado,Meteorologia,0,0
2023-000343,XYZ230343,2023-07-09,06:00,2023-07-09 06:47,SBGL,SBPA,ROT012,PR-GMB,47,Desviado,Meteorologia,0,1
2023-000344,XYZ230344,2023-07-09,06:00,2023-07-09 06:28,SBGL,SBCT,ROT013,PR-HNC,28,Realizado,Meteorologia,0,0
2023-000345,XYZ230345,2023-07-09,09:00,2023-07-09 09:33,SBGR,SBGL,ROT001,PR-JRD,33,Realizado,Meteorologia,0,0
2023-000346,XYZ230346,2023-07-09,09:00,2023-07-09 09:27,SBGR,SBBR,ROT002,PR-KSE,27,Realizado,Meteorologia,0,0
2023-000347,XYZ230347,2023-07-09,09:00,2023-07-09 09:27,SBGR,SBCF,ROT003,PR-LTF,27,Realizado,Meteorologia,0,0
2023-000348,XYZ230348,2023-07-09,09:00,2023-07-09 09:32,SBGR,SBPA,ROT004,PR-MUG,32,Realizado,Meteorologia,0,0
2023-000349,XYZ230349,2023-07-09,09:00,2023-07-09 09:29,SBGL,SBBR,ROT010,PR-NVH,29,Realizado,Meteorologia,0,0
2023-000350,XYZ230350,2023-07-09,09:00,2023-07-09 09:27,SBGL,SBCF,ROT011,PR-PWL,27,Desviado,Meteorologia,0,1
2023-000351,XYZ230351,2023-07-09,09:00,2023-07-09 09:41,SBGL,SBPA,ROT012,PR-QXA,41,Realizado,Meteorologia,0,0
2023-000352,XYZ230352,2023-07-09,09:00,2023-07-09 09:19,SBGL,SBCT,ROT013,PR-RYB,19,Realizado,Meteorologia,0,0
2023-000353,XYZ230353,2023-07-09,12:00,2023-07-09 12:18,SBGR,SBGL,ROT001,PR-SCD,18,Realizado,Meteorologia,0,0
2023-000354,XYZ230354,2023-07-09,12:00,2023-07-09 12:49,SBGR,SBBR,ROT002,PR-TQJ,49,Realizado,Meteorologia,0,0
2023-000355,XYZ230355,2023-07-09,12:00,2023-07-09 12:28,SBGR,SBCF,ROT003,PR-UKM,28,Realizado,Meteorologia,0,0
2023-000356,XYZ230356,2023-07-09,12:00,2023-07-09 12:19,SBGR,SBPA,ROT004,PR-VPN,19,Realizado,Meteorologia,0,0
2023-000357,XYZ230357,2023-07-09,12:00,2023-07-09 12:20,SBGL,SBBR,ROT010,PR-WAR,20,Realizado,Meteorologia,0,0
2023-000358,XYZ230358,2023-07-09,12:00,2023-07-09 12:22,SBGL,SBCF,ROT011,PR-XBE,22,Desviado,Meteorologia,0,1
2023-000359,XYZ230359,2023-07-09,12:00,2023-07-09 12:38,SBGL,SBPA,ROT012,PR-YCF,38,Realizado,Meteorologia,0,0
2023-000360,XYZ230360,2023-07-09,12:00,2023-07-09 12:10,SBGL,SBCT,ROT013,PR-ZDG,10,Realizado,Meteorologia,0,0
2023-000361,XYZ230361,2023-07-10,00:00,2023-07-10 00:42,SBGR,SBGL,ROT001,PR-ADH,42,Realizado,Meteorologia,0,0
2023-000362,XYZ230362,2023-07-10,00:00,2023-07-10 00:25,SBGR,SBBR,ROT002,PR-BKR,25,Realizado,Meteorologia,0,0
2023-000363,XYZ230363,2023-07-10,00:00,2023-07-10 00:49,SBGR,SBCF,ROT003,PR-CEV,49,Realizado,Meteorologia,0,0
2023-000364,XYZ230364,2023-07-10,00:00,2023-07-10 00:27,SBGR,SBPA,ROT004,PR-DQF,27,Desviado,Meteorologia,0,1
2023-000365,XYZ230365,2023-07-10,00:00,2023-07-10 00:22,SBGL,SBBR,ROT010,PR-EHX,22,Desviado,Meteorologia,0,1
2023-000366,XYZ230366,2023-07-10,00:00,2023-07-10 00:42,SBGL,SBCF,ROT011,PR-FKA,42,Realizado,Meteorologia,0,0
2023-000367,XYZ230367,2023-07-10,00:00,2023-07-10 00:39,SBGL,SBPA,ROT012,PR-GMB,39,Realizado,Meteorologia,0,0
2023-000368,XYZ230368,2023-07-10,00:00,2023-07-10 00:41,SBGL,SBCT,ROT013,PR-HNC,41,Realizado,Meteorologia,0,0
2023-000369,XYZ230369,2023-07-10,03:00,2023-07-10 03:23,SBGR,SBGL,ROT001,PR-JRD,23,Realizado,Meteorologia,0,0
2023-000370,XYZ230370,2023-07-10,03:00,2023-07-10 03:21,SBGR,SBBR,ROT002,PR-KSE,21,Realizado,Meteorologia,0,0
