id_registro_meteo,aeroporto,data_hora,temperatura_c,pressao_hpa,visibilidade_m,vento_kmh,rajada_kmh,precipitacao_mm,cobertura_nuvens_pct,condicao_meteorologica
MET2023-0604,SBCF,2023-07-06 09:00,14.1,1017.2,6676,14,35,2.9,69,Chuva
MET2023-0605,SBCF,2023-07-06 12:00,15.0,1016.7,6676,14,25,2.9,47,Chuva
MET2023-0601,SBPA,2023-07-06 00:00,16.5,1015.5,4000,26,46,5.1,100,Chuva intensa
MET2023-0602,SBPA,2023-07-06 03:00,15.6,1015.9,4000,26,42,5.1,100,Chuva intensa
MET2023-0603,SBPA,2023-07-06 06:00,14.7,1016.4,4000,26,48,5.1,91,Chuva intensa
MET2023-0604,SBPA,2023-07-06 09:00,15.6,1015.9,4000,26,46,5.1,100,Chuva intensa
MET2023-0605,SBPA,2023-07-06 12:00,16.5,1015.5,4000,26,41,5.1,81,Chuva intensa
MET2023-0601,SBCT,2023-07-06 00:00,9.8,1016.9,5712,26,46,4.8,98,Chuva
MET2023-0602,SBCT,2023-07-06 03:00,8.9,1017.4,5712,26,47,4.8,87,Chuva
MET2023-0603,SBCT,2023-07-06 06:00,8.0,1017.8,5712,26,44,4.8,98,Chuva
MET2023-0604,SBCT,2023-07-06 09:00,8.9,1017.4,5712,26,40,4.8,100,Chuva
MET2023-0605,SBCT,2023-07-06 12:00,9.8,1016.9,5712,26,37,4.8,93,Chuva
MET2023-0601,SBRF,2023-07-06 00:00,21.9,1017.2,11596,18,33,0.5,27,Ceu aberto
MET2023-0602,SBRF,2023-07-06 03:00,21.0,1017.7,11596,18,41,0.5,27,Ceu aberto
MET2023-0603,SBRF,2023-07-06 06:00,20.1,1018.1,11596,18,32,0.5,22,Ceu aberto
MET2023-0604,SBRF,2023-07-06 09:00,21.0,1017.7,11596,18,30,0.5,29,Ceu aberto
MET2023-0605,SBRF,2023-07-06 12:00,21.9,1017.2,11596,18,34,0.5,22,Ceu aberto
MET2023-0601,SBFL,2023-07-06 00:00,14.1,1017.4,6882,17,37,3.8,87,Chuva
MET2023-0602,SBFL,2023-07-06 03:00,13.2,1017.8,6882,17,41,3.8,63,Chuva
MET2023-0603,SBFL,2023-07-06 06:00,12.3,1018.3,6882,17,28,3.8,82,Chuva
MET2023-0604,SBFL,2023-07-06 09:00,13.2,1017.8,6882,17,40,3.8,83,Chuva
MET2023-0605,SBFL,2023-07-06 12:00,14.1,1017.4,6882,17,39,3.8,77,Chuva
MET2023-0601,SBSV,2023-07-06 00:00,20.9,1018.8,12537,15,32,1.0,48,Chuva
MET2023-0602,SBSV,2023-07-06 03:00,20.0,1019.2,12537,15,36,1.0,30,Chuva
MET2023-0603,SBSV,2023-07-06 06:00,19.1,1019.7,12537,15,31,1.0,31,Chuva
MET2023-0604,SBSV,2023-07-06 09:00,20.0,1019.2,12537,15,30,1.0,24,Chuva
MET2023-0605,SBSV,2023-07-06 12:00,20.9,1018.8,12537,15,26,1.0,26,Chuva
MET2023-0601,SBCG,2023-07-06 00:00,16.1,1011.8,9085,18,41,1.7,36,Chuva
MET2023-0602,SBCG,2023-07-06 03:00,15.2,1012.3,9085,18,42,1.7,68,Chuva
MET2023-0603,SBCG,2023-07-06 06:00,14.3,1012.7,9085,18,30,1.7,38,Chuva
MET2023-0604,SBCG,2023-07-06 09:00,15.2,1012.3,9085,18,43,1.7,56,Chuva
MET2023-0605,SBCG,2023-07-06 12:00,16.1,1011.8,9085,18,36,1.7,61,Chuva
MET2023-0701,SBGR,2023-07-07 00:00,15.2,1014.8,7241,15,26,2.7,71,Chuva
MET2023-0702,SBGR,2023-07-07 03:00,14.3,1015.2,7241,15,40,2.7,74,Chuva
MET2023-0703,SBGR,2023-07-07 06:00,13.4,1015.7,7241,15,36,2.7,54,Chuva
MET2023-0704,SBGR,2023-07-07 09:00,14.3,1015.2,7241,15,27,2.7,54,Chuva
MET2023-0705,SBGR,2023-07-07 12:00,15.2,1014.8,7241,15,29,2.7,66,Chuva
MET2023-0701,SBGL,2023-07-07 00:00,21.5,1016.0,8153,19,31,2.5,63,Chuva
MET2023-0702,SBGL,2023-07-07 03:00,20.6,1016.5,8153,19,42,2.5,63,Chuva
MET2023-0703,SBGL,2023-07-07 06:00,19.7,1016.9,8153,19,37,2.5,68,Chuva
MET2023-0704,SBGL,2023-07-07 09:00,20.6,1016.5,8153,19,30,2.5,40,Chuva
MET2023-0705,SBGL,2023-07-07 12:00,21.5,1016.0,8153,19,33,2.5,45,Chuva
MET2023-0701,SBBR,2023-07-07 00:00,19.8,1018.5,10891,12,29,0.7,42,Chuva
MET2023-0702,SBBR,2023-07-07 03:00,18.9,1019.0,10891,12,31,0.7,26,Chuva
MET2023-0703,SBBR,2023-07-07 06:00,18.0,1019.4,10891,12,32,0.7,41,Chuva
MET2023-0704,SBBR,2023-07-07 09:00,18.9,1019.0,10891,12,30,0.7,36,Chuva
MET2023-0705,SBBR,2023-07-07 12:00,19.8,1018.5,10891,12,34,0.7,27,Chuva
MET2023-0701,SBCF,2023-07-07 00:00,18.5,1014.5,8911,18,38,2.5,65,Chuva
MET2023-0702,SBCF,2023-07-07 03:00,17.6,1015.0,8911,18,37,2.5,50,Chuva
MET2023-0703,SBCF,2023-07-07 06:00,16.7,1015.4,8911,18,41,2.5,62,Chuva
MET2023-0704,SBCF,2023-07-07 09:00,17.6,1015.0,8911,18,41,2.5,53,Chuva
MET2023-0705,SBCF,2023-07-07 12:00,18.5,1014.5,8911,18,39,2.5,49,Chuva
MET2023-0701,SBPA,2023-07-07 00:00,13.2,1016.2,4000,32,51,5.3,100,Chuva intensa
MET2023-0702,SBPA,2023-07-07 03:00,12.3,1016.7,4000,32,46,5.3,100,Chuva intensa
MET2023-0703,SBPA,2023-07-07 06:00,11.4,1017.1,4000,32,54,5.3,100,Chuva intensa
MET2023-0704,SBPA,2023-07-07 09:00,12.3,1016.7,4000,32,44,5.3,100,Chuva intensa
MET2023-0705,SBPA,2023-07-07 12:00,13.2,1016.2,4000,32,56,5.3,100,Chuva intensa
MET2023-0701,SBCT,2023-07-07 00:00,13.5,1011.4,5163,27,47,4.4,81,Chuva
MET2023-0702,SBCT,2023-07-07 03:00,12.6,1011.9,5163,27,38,4.4,67,Chuva
MET2023-0703,SBCT,2023-07-07 06:00,11.7,1012.3,5163,27,46,4.4,95,Chuva
MET2023-0704,SBCT,2023-07-07 09:00,12.6,1011.9,5163,27,37,4.4,89,Chuva
MET2023-0705,SBCT,2023-07-07 12:00,13.5,1011.4,5163,27,37,4.4,80,Chuva
MET2023-0701,SBRF,2023-07-07 00:00,25.8,1011.9,11444,21,34,0.0,-1,Ceu aberto
MET2023-0702,SBRF,2023-07-07 03:00,24.9,1012.4,11444,21,43,0.0,9,Ceu aberto
MET2023-0703,SBRF,2023-07-07 06:00,24.0,1012.8,11444,21,32,0.0,27,Ceu aberto
MET2023-0704,SBRF,2023-07-07 09:00,24.9,1012.4,11444,21,41,0.0,7,Ceu aberto
MET2023-0705,SBRF,2023-07-07 12:00,25.8,1011.9,11444,21,45,0.0,28,Ceu aberto
MET2023-0701,SBFL,2023-07-07 00:00,14.1,1013.5,6529,25,39,3.6,90,Chuva
MET2023-0702,SBFL,2023-07-07 03:00,13.2,1014.0,6529,25,49,3.6,82,Chuva
MET2023-0703,SBFL,2023-07-07 06:00,12.3,1014.4,6529,25,38,3.6,71,Chuva
MET2023-0704,SBFL,2023-07-07 09:00,13.2,1014.0,6529,25,38,3.6,74,Chuva
MET2023-0705,SBFL,2023-07-07 12:00,14.1,1013.5,6529,25,40,3.6,71,Chuva
MET2023-0701,SBSV,2023-07-07 00:00,21.5,1017.6,10158,19,40,1.5,46,Chuva
MET2023-0702,SBSV,2023-07-07 03:00,20.6,1018.1,10158,19,38,1.5,44,Chuva
MET2023-0703,SBSV,2023-07-07 06:00,19.7,1018.5,10158,19,41,1.5,49,Chuva
MET2023-0704,SBSV,2023-07-07 09:00,20.6,1018.1,10158,19,36,1.5,35,Chuva
MET2023-0705,SBSV,2023-07-07 12:00,21.5,1017.6,10158,19,32,1.5,60,Chuva
MET2023-0701,SBCG,2023-07-07 00:00,17.8,1014.6,8727,17,34,1.5,52,Chuva
MET2023-0702,SBCG,2023-07-07 03:00,16.9,1015.0,8727,17,27,1.5,40,Chuva
MET2023-0703,SBCG,2023-07-07 06:00,16.0,1015.5,8727,17,34,1.5,35,Chuva
MET2023-0704,SBCG,2023-07-07 09:00,16.9,1015.0,8727,17,36,1.5,52,Chuva
MET2023-0705,SBCG,2023-07-07 12:00,17.8,1014.6,8727,17,40,1.5,31,Chuva
MET2023-0801,SBGR,2023-07-08 00:00,14.8,1016.5,6996,16,34,3.8,85,Chuva
MET2023-0802,SBGR,2023-07-08 03:00,13.9,1016.9,6996,16,26,3.8,78,Chuva
MET2023-0803,SBGR,2023-07-08 06:00,13.0,1017.4,6996,16,27,3.8,55,Chuva
MET2023-0804,SBGR,2023-07-08 09:00,13.9,1016.9,6996,16,31,3.8,66,Chuva
MET2023-0805,SBGR,2023-07-08 12:00,14.8,1016.5,6996,16,34,3.8,73,Chuva
MET2023-0801,SBGL,2023-07-08 00:00,19.5,1016.1,8237,18,38,2.8,54,Chuva
MET2023-0802,SBGL,2023-07-08 03:00,18.6,1016.6,8237,18,28,2.8,80,Chuva
MET2023-0803,SBGL,2023-07-08 06:00,17.7,1017.0,8237,18,41,2.8,66,Chuva
MET2023-0804,SBGL,2023-07-08 09:00,18.6,1016.6,8237,18,39,2.8,56,Chuva
MET2023-0805,SBGL,2023-07-08 12:00,19.5,1016.1,8237,18,40,2.8,73,Chuva
MET2023-0801,SBBR,2023-07-08 00:00,21.8,1012.7,12781,11,22,1.6,46,Chuva
MET2023-0802,SBBR,2023-07-08 03:00,20.9,1013.1,12781,11,22,1.6,37,Chuva
MET2023-0803,SBBR,2023-07-08 06:00,20.0,1013.6,12781,11,34,1.6,39,Chuva
MET2023-0804,SBBR,2023-07-08 09:00,20.9,1013.1,12781,11,24,1.6,49,Chuva
MET2023-0805,SBBR,2023-07-08 12:00,21.8,1012.7,12781,11,31,1.6,38,Chuva
MET2023-0801,SBCF,2023-07-08 00:00,21.6,1011.4,8218,16,36,1.7,50,Chuva
MET2023-0802,SBCF,2023-07-08 03:00,20.7,1011.9,8218,16,27,1.7,56,Chuva
MET2023-0803,SBCF,2023-07-08 06:00,19.8,1012.3,8218,16,37,1.7,44,Chuva
MET2023-0804,SBCF,2023-07-08 09:00,20.7,1011.9,8218,16,37,1.7,26,Chuva
MET2023-0805,SBCF,2023-07-08 12:00,21.6,1011.4,8218,16,32,1.7,36,Chuva
MET2023-0801,SBPA,2023-07-08 00:00,13.0,1020.7,4000,28,51,5.8,100,Chuva intensa
MET2023-0802,SBPA,2023-07-08 03:00,12.1,1021.1,4000,28,44,5.8,100,Chuva intensa
MET2023-0803,SBPA,2023-07-08 06:00,11.2,1021.6,4000,28,51,5.8,91,Chuva intensa
MET2023-0804,SBPA,2023-07-08 09:00,12.1,1021.1,4000,28,41,5.8,100,Chuva intensa
MET2023-0805,SBPA,2023-07-08 12:00,13.0,1020.7,4000,28,49,5.8,100,Chuva intensa
MET2023-0801,SBCT,2023-07-08 00:00,12.3,1014.3,5885,23,46,3.7,74,Chuva
MET2023-0802,SBCT,2023-07-08 03:00,11.4,1014.7,5885,23,40,3.7,52,Chuva
MET2023-0803,SBCT,2023-07-08 06:00,10.5,1015.2,5885,23,42,3.7,77,Chuva
MET2023-0804,SBCT,2023-07-08 09:00,11.4,1014.7,5885,23,35,3.7,78,Chuva
MET2023-0805,SBCT,2023-07-08 12:00,12.3,1014.3,5885,23,37,3.7,74,Chuva
MET2023-0801,SBRF,2023-07-08 00:00,21.5,1017.7,11191,17,31,0.4,31,Ceu aberto
MET2023-0802,SBRF,2023-07-08 03:00,20.6,1018.2,11191,17,28,0.4,27,Ceu aberto
MET2023-0803,SBRF,2023-07-08 06:00,19.7,1018.6,11191,17,32,0.4,13,Ceu aberto
MET2023-0804,SBRF,2023-07-08 09:00,20.6,1018.2,11191,17,40,0.4,10,Ceu aberto
MET2023-0805,SBRF,2023-07-08 12:00,21.5,1017.7,11191,17,37,0.4,22,Ceu aberto
MET2023-0801,SBFL,2023-07-08 00:00,13.2,1019.0,6502,29,51,4.8,91,Chuva
MET2023-0802,SBFL,2023-07-08 03:00,12.3,1019.4,6502,29,48,4.8,89,Chuva
MET2023-0803,SBFL,2023-07-08 06:00,11.4,1019.9,6502,29,40,4.8,95,Chuva
MET2023-0804,SBFL,2023-07-08 09:00,12.3,1019.4,6502,29,43,4.8,92,Chuva
MET2023-0805,SBFL,2023-07-08 12:00,13.2,1019.0,6502,29,53,4.8,85,Chuva
MET2023-0801,SBSV,2023-07-08 00:00,22.7,1013.4,9752,12,29,1.7,48,Chuva
MET2023-0802,SBSV,2023-07-08 03:00,21.8,1013.8,9752,12,30,1.7,65,Chuva
MET2023-0803,SBSV,2023-07-08 06:00,20.9,1014.3,9752,12,24,1.7,43,Chuva
MET2023-0804,SBSV,2023-07-08 09:00,21.8,1013.8,9752,12,22,1.7,55,Chuva
MET2023-0805,SBSV,2023-07-08 12:00,22.7,1013.4,9752,12,25,1.7,34,Chuva
MET2023-0801,SBCG,2023-07-08 00:00,19.3,1011.9,10914,16,39,2.1,41,Chuva
MET2023-0802,SBCG,2023-07-08 03:00,18.4,1012.3,10914,16,40,2.1,50,Chuva
MET2023-0803,SBCG,2023-07-08 06:00,17.5,1012.8,10914,16,35,2.1,71,Chuva
MET2023-0804,SBCG,2023-07-08 09:00,18.4,1012.3,10914,16,39,2.1,46,Chuva
MET2023-0805,SBCG,2023-07-08 12:00,19.3,1011.9,10914,16,40,2.1,51,Chuva
MET2023-0901,SBGR,2023-07-09 00:00,18.0,1018.6,7610,16,27,3.8,65,Chuva
MET2023-0902,SBGR,2023-07-09 03:00,17.1,1019.0,7610,16,36,3.8,76,Chuva
MET2023-0903,SBGR,2023-07-09 06:00,16.2,1019.5,7610,16,39,3.8,80,Chuva
MET2023-0904,SBGR,2023-07-09 09:00,17.1,1019.0,7610,16,37,3.8,92,Chuva
MET2023-0905,SBGR,2023-07-09 12:00,18.0,1018.6,7610,16,39,3.8,81,Chuva
MET2023-0901,SBGL,2023-07-09 00:00,15.6,1013.4,9621,21,38,3.0,71,Chuva
MET2023-0902,SBGL,2023-07-09 03:00,14.7,1013.9,9621,21,44,3.0,66,Chuva
MET2023-0903,SBGL,2023-07-09 06:00,13.8,1014.3,9621,21,31,3.0,55,Chuva
MET2023-0904,SBGL,2023-07-09 09:00,14.7,1013.9,9621,21,36,3.0,52,Chuva
MET2023-0905,SBGL,2023-07-09 12:00,15.6,1013.4,9621,21,42,3.0,49,Chuva
MET2023-0901,SBBR,2023-07-09 00:00,18.4,1007.3,10110,9,28,1.6,53,Chuva
MET2023-0902,SBBR,2023-07-09 03:00,17.5,1007.8,10110,9,26,1.6,53,Chuva
MET2023-0903,SBBR,2023-07-09 06:00,16.6,1008.2,10110,9,26,1.6,40,Chuva
MET2023-0904,SBBR,2023-07-09 09:00,17.5,1007.8,10110,9,26,1.6,29,Chuva
MET2023-0905,SBBR,2023-07-09 12:00,18.4,1007.3,10110,9,27,1.6,26,Chuva
MET2023-0901,SBCF,2023-07-09 00:00,20.7,1014.3,9500,16,40,2.1,55,Chuva
MET2023-0902,SBCF,2023-07-09 03:00,19.8,1014.8,9500,16,27,2.1,49,Chuva
MET2023-0903,SBCF,2023-07-09 06:00,18.9,1015.2,9500,16,28,2.1,57,Chuva
MET2023-0904,SBCF,2023-07-09 09:00,19.8,1014.8,9500,16,34,2.1,42,Chuva
MET2023-0905,SBCF,2023-07-09 12:00,20.7,1014.3,9500,16,31,2.1,41,Chuva
MET2023-0901,SBPA,2023-07-09 00:00,13.0,1021.7,6158,22,38,4.7,99,Chuva
MET2023-0902,SBPA,2023-07-09 03:00,12.1,1022.2,6158,22,34,4.7,95,Chuva
MET2023-0903,SBPA,2023-07-09 06:00,11.1,1022.6,6158,22,35,4.7,80,Chuva
MET2023-0904,SBPA,2023-07-09 09:00,12.1,1022.2,6158,22,40,4.7,84,Chuva
MET2023-0905,SBPA,2023-07-09 12:00,13.0,1021.7,6158,22,41,4.7,93,Chuva
MET2023-0901,SBCT,2023-07-09 00:00,13.9,1015.3,4170,26,45,4.7,91,Chuva
MET2023-0902,SBCT,2023-07-09 03:00,13.0,1015.8,4170,26,48,4.7,87,Chuva
MET2023-0903,SBCT,2023-07-09 06:00,12.1,1016.2,4170,26,39,4.7,94,Chuva
MET2023-0904,SBCT,2023-07-09 09:00,13.0,1015.8,4170,26,45,4.7,100,Chuva
MET2023-0905,SBCT,2023-07-09 12:00,13.9,1015.3,4170,26,50,4.7,87,Chuva
MET2023-0901,SBRF,2023-07-09 00:00,21.7,1012.1,11043,19,39,0.3,36,Ceu aberto
MET2023-0902,SBRF,2023-07-09 03:00,20.8,1012.5,11043,19,30,0.3,16,Ceu aberto
MET2023-0903,SBRF,2023-07-09 06:00,19.9,1013.0,11043,19,38,0.3,45,Ceu aberto
MET2023-0904,SBRF,2023-07-09 09:00,20.8,1012.5,11043,19,31,0.3,30,Ceu aberto
MET2023-0905,SBRF,2023-07-09 12:00,21.7,1012.1,11043,19,32,0.3,28,Ceu aberto
MET2023-0901,SBFL,2023-07-09 00:00,16.3,1020.7,4055,26,44,4.9,76,Chuva
MET2023-0902,SBFL,2023-07-09 03:00,15.4,1021.2,4055,26,51,4.9,97,Chuva
MET2023-0903,SBFL,2023-07-09 06:00,14.5,1021.6,4055,26,42,4.9,85,Chuva
MET2023-0904,SBFL,2023-07-09 09:00,15.4,1021.2,4055,26,42,4.9,100,Chuva
MET2023-0905,SBFL,2023-07-09 12:00,16.3,1020.7,4055,26,51,4.9,100,Chuva
MET2023-0901,SBSV,2023-07-09 00:00,22.6,1018.6,9903,16,29,0.9,23,Chuva
MET2023-0902,SBSV,2023-07-09 03:00,21.7,1019.0,9903,16,31,0.9,33,Chuva
MET2023-0903,SBSV,2023-07-09 06:00,20.8,1019.5,9903,16,27,0.9,25,Chuva
MET2023-0904,SBSV,2023-07-09 09:00,21.7,1019.0,9903,16,38,0.9,35,Chuva
MET2023-0905,SBSV,2023-07-09 12:00,22.6,1018.6,9903,16,39,0.9,17,Chuva
MET2023-0901,SBCG,2023-07-09 00:00,19.7,1020.0,8624,13,34,2.1,71,Chuva
MET2023-0902,SBCG,2023-07-09 03:00,18.8,1020.4,8624,13,30,2.1,52,Chuva
MET2023-0903,SBCG,2023-07-09 06:00,17.9,1020.9,8624,13,37,2.1,45,Chuva
MET2023-0904,SBCG,2023-07-09 09:00,18.8,1020.4,8624,13,26,2.1,42,Chuva
MET2023-0905,SBCG,2023-07-09 12:00,19.7,1020.0,8624,13,31,2.1,58,Chuva
MET2023-1001,SBGR,2023-07-10 00:00,16.3,1013.1,6509,22,46,3.4,77,Chuva
MET2023-1002,SBGR,2023-07-10 03:00,15.4,1013.6,6509,22,36,3.4,60,Chuva
MET2023-1003,SBGR,2023-07-10 06:00,14.5,1014.1,6509,22,47,3.4,68,Chuva
MET2023-1004,SBGR,2023-07-10 09:00,15.4,1013.6,6509,22,46,3.4,83,Chuva
MET2023-1005,SBGR,2023-07-10 12:00,16.3,1013.1,6509,22,40,3.4,73,Chuva
MET2023-1001,SBGL,2023-07-10 00:00,17.2,1016.1,8184,20,41,2.9,68,Chuva
MET2023-1002,SBGL,2023-07-10 03:00,16.3,1016.5,8184,20,31,2.9,52,Chuva
MET2023-1003,SBGL,2023-07-10 06:00,15.3,1017.0,8184,20,36,2.9,54,Chuva
MET2023-1004,SBGL,2023-07-10 09:00,16.3,1016.5,8184,20,32,2.9,63,Chuva
MET2023-1005,SBGL,2023-07-10 12:00,17.2,1016.1,8184,20,35,2.9,69,Chuva
MET2023-1001,SBBR,2023-07-10 00:00,18.5,1007.3,11811,18,43,0.7,39,Chuva
MET2023-1002,SBBR,2023-07-10 03:00,17.6,1007.8,11811,18,41,0.7,31,Chuva
MET2023-1003,SBBR,2023-07-10 06:00,16.6,1008.2,11811,18,34,0.7,29,Chuva
MET2023-1004,SBBR,2023-07-10 09:00,17.6,1007.8,11811,18,42,0.7,33,Chuva
MET2023-1005,SBBR,2023-07-10 12:00,18.5,1007.3,11811,18,40,0.7,34,Chuva
MET2023-1001,SBCF,2023-07-10 00:00,16.6,1013.5,7988,13,37,1.7,57,Chuva
MET2023-1002,SBCF,2023-07-10 03:00,15.7,1013.9,7988,13,32,1.7,42,Chuva
MET2023-1003,SBCF,2023-07-10 06:00,14.8,1014.4,7988,13,36,1.7,46,Chuva
MET2023-1004,SBCF,2023-07-10 09:00,15.7,1013.9,7988,13,37,1.7,69,Chuva
MET2023-1005,SBCF,2023-07-10 12:00,16.6,1013.5,7988,13,34,1.7,41,Chuva
MET2023-1001,SBPA,2023-07-10 00:00,12.8,1013.7,4121,26,37,4.8,89,Chuva
MET2023-1002,SBPA,2023-07-10 03:00,11.9,1014.1,4121,26,38,4.8,92,Chuva
MET2023-1003,SBPA,2023-07-10 06:00,11.0,1014.6,4121,26,51,4.8,96,Chuva
MET2023-1004,SBPA,2023-07-10 09:00,11.9,1014.1,4121,26,43,4.8,92,Chuva
MET2023-1005,SBPA,2023-07-10 12:00,12.8,1013.7,4121,26,43,4.8,71,Chuva
MET2023-1001,SBCT,2023-07-10 00:00,12.3,1014.0,5949,20,31,3.9,82,Chuva
MET2023-1002,SBCT,2023-07-10 03:00,11.4,1014.4,5949,20,42,3.9,71,Chuva
MET2023-1003,SBCT,2023-07-10 06:00,10.5,1014.9,5949,20,45,3.9,77,Chuva
MET2023-1004,SBCT,2023-07-10 09:00,11.4,1014.4,5949,20,31,3.9,72,Chuva
MET2023-1005,SBCT,2023-07-10 12:00,12.3,1014.0,5949,20,32,3.9,73,Chuva
MET2023-1001,SBRF,2023-07-10 00:00,22.9,1012.7,11199,17,39,0.5,27,Chuva
MET2023-1002,SBRF,2023-07-10 03:00,22.0,1013.1,11199,17,36,0.5,37,Chuva
MET2023-1003,SBRF,2023-07-10 06:00,21.0,1013.6,11199,17,35,0.5,12,Chuva
MET2023-1004,SBRF,2023-07-10 09:00,22.0,1013.1,11199,17,33,0.5,14,Chuva
MET2023-1005,SBRF,2023-07-10 12:00,22.9,1012.7,11199,17,33,0.5,25,Chuva
MET2023-1001,SBFL,2023-07-10 00:00,16.5,1014.8,7145,26,43,4.0,78,Chuva
MET2023-1002,SBFL,2023-07-10 03:00,15.5,1015.3,7145,26,36,4.0,89,Chuva
MET2023-1003,SBFL,2023-07-10 06:00,14.6,1015.7,7145,26,38,4.0,72,Chuva
MET2023-1004,SBFL,2023-07-10 09:00,15.5,1015.3,7145,26,44,4.0,70,Chuva
MET2023-1005,SBFL,2023-07-10 12:00,16.5,1014.8,7145,26,44,4.0,80,Chuva
MET2023-1001,SBSV,2023-07-10 00:00,23.8,1012.6,10222,14,35,0.9,25,Chuva
MET2023-1002,SBSV,2023-07-10 03:00,22.8,1013.1,10222,14,31,0.9,20,Chuva
MET2023-1003,SBSV,2023-07-10 06:00,21.9,1013.6,10222,14,30,0.9,17,Chuva
MET2023-1004,SBSV,2023-07-10 09:00,22.8,1013.1,10222,14,35,0.9,27,Chuva
MET2023-1005,SBSV,2023-07-10 12:00,23.8,1012.6,10222,14,34,0.9,44,Chuva
MET2023-1001,SBCG,2023-07-10 00:00,16.8,1013.9,9456,20,44,2.4,68,Chuva
MET2023-1002,SBCG,2023-07-10 03:00,15.9,1014.3,9456,20,40,2.4,50,Chuva
MET2023-1003,SBCG,2023-07-10 06:00,15.0,1014.8,9456,20,38,2.4,58,Chuva
MET2023-1004,SBCG,2023-07-10 09:00,15.9,1014.3,9456,20,32,2.4,57,Chuva
MET2023-1005,SBCG,2023-07-10 12:00,16.8,1013.9,9456,20,40,2.4,73,Chuva
MET2023-1101,SBGR,2023-07-11 00:00,16.1,1016.5,5940,15,35,3.4,64,Chuva
MET2023-1102,SBGR,2023-07-11 03:00,15.2,1016.9,5940,15,28,3.4,82,Chuva
MET2023-1103,SBGR,2023-07-11 06:00,14.3,1017.4,5940,15,29,3.4,78,Chuva
MET2023-1104,SBGR,2023-07-11 09:00,15.2,1016.9,5940,15,26,3.4,80,Chuva
MET2023-1105,SBGR,2023-07-11 12:00,16.1,1016.5,5940,15,35,3.4,63,Chuva
MET2023-1101,SBGL,2023-07-11 00:00,16.7,1014.2,9015,16,34,2.8,74,Chuva
MET2023-1102,SBGL,2023-07-11 03:00,15.7,1014.6,9015,16,27,2.8,77,Chuva
MET2023-1103,SBGL,2023-07-11 06:00,14.8,1015.1,9015,16,38,2.8,80,Chuva
MET2023-1104,SBGL,2023-07-11 09:00,15.7,1014.6,9015,16,39,2.8,53,Chuva
MET2023-1105,SBGL,2023-07-11 12:00,16.7,1014.2,9015,16,31,2.8,66,Chuva
MET2023-1101,SBBR,2023-07-11 00:00,18.8,1007.7,13586,7,31,0.6,26,Chuva
MET2023-1102,SBBR,2023-07-11 03:00,17.9,1008.1,13586,7,27,0.6,37,Chuva
MET2023-1103,SBBR,2023-07-11 06:00,17.0,1008.6,13586,7,30,0.6,22,Chuva
MET2023-1104,SBBR,2023-07-11 09:00,17.9,1008.1,13586,7,30,0.6,27,Chuva
MET2023-1105,SBBR,2023-07-11 12:00,18.8,1007.7,13586,7,29,0.6,31,Chuva
MET2023-1101,SBCF,2023-07-11 00:00,19.4,1012.4,10129,16,34,1.6,48,Chuva
MET2023-1102,SBCF,2023-07-11 03:00,18.5,1012.8,10129,16,41,1.6,42,Chuva
MET2023-1103,SBCF,2023-07-11 06:00,17.6,1013.3,10129,16,37,1.6,42,Chuva
MET2023-1104,SBCF,2023-07-11 09:00,18.5,1012.8,10129,16,38,1.6,43,Chuva
MET2023-1105,SBCF,2023-07-11 12:00,19.4,1012.4,10129,16,38,1.6,28,Chuva
MET2023-1101,SBPA,2023-07-11 00:00,13.4,1022.4,4000,36,56,5.2,79,Chuva intensa
MET2023-1102,SBPA,2023-07-11 03:00,12.5,1022.8,4000,36,59,5.2,100,Chuva intensa
MET2023-1103,SBPA,2023-07-11 06:00,11.6,1023.3,4000,36,48,5.2,100,Chuva intensa
MET2023-1104,SBPA,2023-07-11 09:00,12.5,1022.8,4000,36,53,5.2,95,Chuva intensa
MET2023-1105,SBPA,2023-07-11 12:00,13.4,1022.4,4000,36,58,5.2,88,Chuva intensa
MET2023-1101,SBCT,2023-07-11 00:00,12.4,1012.1,6076,29,50,3.9,67,Chuva
MET2023-1102,SBCT,2023-07-11 03:00,11.5,1012.5,6076,29,47,3.9,64,Chuva
MET2023-1103,SBCT,2023-07-11 06:00,10.6,1013.0,6076,29,41,3.9,67,Chuva
MET2023-1104,SBCT,2023-07-11 09:00,11.5,1012.5,6076,29,43,3.9,70,Chuva
MET2023-1105,SBCT,2023-07-11 12:00,12.4,1012.1,6076,29,50,3.9,57,Chuva
MET2023-1101,SBRF,2023-07-11 00:00,24.5,1015.6,10581,10,32,0.0,32,Ceu aberto
MET2023-1102,SBRF,2023-07-11 03:00,23.5,1016.0,10581,10,22,0.0,14,Ceu aberto
MET2023-1103,SBRF,2023-07-11 06:00,22.6,1016.5,10581,10,30,0.0,45,Ceu aberto
MET2023-1104,SBRF,2023-07-11 09:00,23.5,1016.0,10581,10,21,0.0,35,Ceu aberto
MET2023-1105,SBRF,2023-07-11 12:00,24.5,1015.6,10581,10,29,0.0,40,Ceu aberto
MET2023-1101,SBFL,2023-07-11 00:00,17.3,1018.2,5752,26,37,3.9,91,Chuva
MET2023-1102,SBFL,2023-07-11 03:00,16.4,1018.7,5752,26,37,3.9,89,Chuva
MET2023-1103,SBFL,2023-07-11 06:00,15.4,1019.2,5752,26,46,3.9,72,Chuva
