id_voo,codigo_voo,data,horario_previsto,horario_realizado,aeroporto_origem,aeroporto_destino,id_rota,matricula_aeronave,atraso_minutos,status,motivo_atraso,cancelado,desviado
2025-002666,XYZ252666,2025-07-05,09:00,2025-07-05 09:38,SBGR,SBBR,ROT002,PR-BKR,38,Realizado,Meteorologia,0,0
2025-002667,XYZ252667,2025-07-05,09:00,2025-07-05 09:12,SBGR,SBCF,ROT003,PR-CEV,12,Realizado,Meteorologia,0,0
2025-002668,XYZ252668,2025-07-05,09:00,2025-07-05 09:47,SBGR,SBPA,ROT004,PR-DQF,47,Realizado,Meteorologia,0,0
2025-002669,XYZ252669,2025-07-05,09:00,2025-07-05 09:33,SBGL,SBBR,ROT010,PR-EHX,33,Realizado,Meteorologia,0,0
2025-002670,XYZ252670,2025-07-05,09:00,2025-07-05 09:17,SBGL,SBCF,ROT011,PR-FKA,17,Realizado,Meteorologia,0,0
2025-002671,XYZ252671,2025-07-05,09:00,2025-07-05 09:52,SBGL,SBPA,ROT012,PR-GMB,52,Desviado,Meteorologia,0,1
2025-002672,XYZ252672,2025-07-05,09:00,2025-07-05 09:39,SBGL,SBCT,ROT013,PR-HNC,39,Realizado,Meteorologia,0,0
2025-002673,XYZ252673,2025-07-05,12:00,2025-07-05 12:41,SBGR,SBGL,ROT001,PR-JRD,41,Realizado,Meteorologia,0,0
2025-002674,XYZ252674,2025-07-05,12:00,,SBGR,SBBR,ROT002,PR-KSE,0,Cancelado,Meteorologia,1,0
2025-002675,XYZ252675,2025-07-05,12:00,2025-07-05 12:25,SBGR,SBCF,ROT003,PR-LTF,25,Realizado,Meteorologia,0,0
2025-002676,XYZ252676,2025-07-05,12:00,2025-07-05 12:46,SBGR,SBPA,ROT004,PR-MUG,46,Realizado,Meteorologia,0,0
2025-002677,XYZ252677,2025-07-05,12:00,2025-07-05 12:39,SBGL,SBBR,ROT010,PR-NVH,39,Realizado,Meteorologia,0,0
2025-002678,XYZ252678,2025-07-05,12:00,2025-07-05 12:22,SBGL,SBCF,ROT011,PR-PWL,22,Realizado,Meteorologia,0,0
2025-002679,XYZ252679,2025-07-05,12:00,2025-07-05 12:42,SBGL,SBPA,ROT012,PR-QXA,42,Realizado,Meteorologia,0,0
2025-002680,XYZ252680,2025-07-05,12:00,2025-07-05 12:43,SBGL,SBCT,ROT013,PR-RYB,43,Realizado,Meteorologia,0,0
2025-002681,XYZ252681,2025-07-06,00:00,2025-07-06 00:30,SBGR,SBGL,ROT001,PR-SCD,30,Realizado,Meteorologia,0,0
2025-002682,XYZ252682,2025-07-06,00:00,2025-07-06 00:20,SBGR,SBBR,ROT002,PR-TQJ,20,Realizado,Meteorologia,0,0
2025-002683,XYZ252683,2025-07-06,00:00,2025-07-06 00:38,SBGR,SBCF,ROT003,PR-UKM,38,Desviado,Meteorologia,0,1
2025-002684,XYZ252684,2025-07-06,00:00,2025-07-06 00:22,SBGR,SBPA,ROT004,PR-VPN,22,Realizado,Meteorologia,0,0
2025-002685,XYZ252685,2025-07-06,00:00,2025-07-06 00:42,SBGL,SBBR,ROT010,PR-WAR,42,Realizado,Meteorologia,0,0
2025-002686,XYZ252686,2025-07-06,00:00,2025-07-06 00:13,SBGL,SBCF,ROT011,PR-XBE,13,Realizado,Meteorologia,0,0
2025-002687,XYZ252687,2025-07-06,00:00,2025-07-06 00:32,SBGL,SBPA,ROT012,PR-YCF,32,Realizado,Meteorologia,0,0
2025-002688,XYZ252688,2025-07-06,00:00,2025-07-06 00:17,SBGL,SBCT,ROT013,PR-ZDG,17,Realizado,Meteorologia,0,0
2025-002689,XYZ252689,2025-07-06,03:00,2025-07-06 03:41,SBGR,SBGL,ROT001,PR-ADH,41,Realizado,Meteorologia,0,0
2025-002690,XYZ252690,2025-07-06,03:00,,SBGR,SBBR,ROT002,PR-BKR,0,Cancelado,Meteorologia,1,0
2025-002691,XYZ252691,2025-07-06,03:00,2025-07-06 03:34,SBGR,SBCF,ROT003,PR-CEV,34,Realizado,Meteorologia,0,0
2025-002692,XYZ252692,2025-07-06,03:00,2025-07-06 03:34,SBGR,SBPA,ROT004,PR-DQF,34,Realizado,Meteorologia,0,0
2025-002693,XYZ252693,2025-07-06,03:00,2025-07-06 03:22,SBGL,SBBR,ROT010,PR-EHX,22,Realizado,Meteorologia,0,0
2025-002694,XYZ252694,2025-07-06,03:00,2025-07-06 03:47,SBGL,SBCF,ROT011,PR-FKA,47,Realizado,Meteorologia,0,0
2025-002695,XYZ252695,2025-07-06,03:00,,SBGL,SBPA,ROT012,PR-GMB,0,Cancelado,Meteorologia,1,0
2025-002696,XYZ252696,2025-07-06,03:00,2025-07-06 03:35,SBGL,SBCT,ROT013,PR-HNC,35,Realizado,Meteorologia,0,0
2025-002697,XYZ252697,2025-07-06,06:00,2025-07-06 06:37,SBGR,SBGL,ROT001,PR-JRD,37,Realizado,Meteorologia,0,0
2025-002698,XYZ252698,2025-07-06,06:00,2025-07-06 06:25,SBGR,SBBR,ROT002,PR-KSE,25,Realizado,Meteorologia,0,0
2025-002699,XYZ252699,2025-07-06,06:00,2025-07-06 06:29,SBGR,SBCF,ROT003,PR-LTF,29,Realizado,Meteorologia,0,0
2025-002700,XYZ252700,2025-07-06,06:00,2025-07-06 06:14,SBGR,SBPA,ROT004,PR-MUG,14,Realizado,Meteorologia,0,0
2025-002701,XYZ252701,2025-07-06,06:00,2025-07-06 06:22,SBGL,SBBR,ROT010,PR-NVH,22,Realizado,Meteorologia,0,0
2025-002702,XYZ252702,2025-07-06,06:00,2025-07-06 06:41,SBGL,SBCF,ROT011,PR-PWL,41,Realizado,Meteorologia,0,0
2025-002703,XYZ252703,2025-07-06,06:00,2025-07-06 06:24,SBGL,SBPA,ROT012,PR-QXA,24,Realizado,Meteorologia,0,0
2025-002704,XYZ252704,2025-07-06,06:00,2025-07-06 06:49,SBGL,SBCT,ROT013,PR-RYB,49,Realizado,Meteorologia,0,0
2025-002705,XYZ252705,2025-07-06,09:00,2025-07-06 09:28,SBGR,SBGL,ROT001,PR-SCD,28,Realizado,Meteorologia,0,0
2025-002706,XYZ252706,2025-07-06,09:00,2025-07-06 09:20,SBGR,SBBR,ROT002,PR-TQJ,20,Desviado,Meteorologia,0,1
2025-002707,XYZ252707,2025-07-06,09:00,2025-07-06 09:44,SBGR,SBCF,ROT003,PR-UKM,44,Realizado,Meteorologia,0,0
2025-002708,XYZ252708,2025-07-06,09:00,2025-07-06 09:46,SBGR,SBPA,ROT004,PR-VPN,46,Realizado,Meteorologia,0,0
2025-002709,XYZ252709,2025-07-06,09:00,2025-07-06 09:12,SBGL,SBBR,ROT010,PR-WAR,12,Realizado,Meteorologia,0,0
2025-002710,XYZ252710,2025-07-06,09:00,2025-07-06 09:34,SBGL,SBCF,ROT011,PR-XBE,34,Desviado,Meteorologia,0,1
2025-002711,XYZ252711,2025-07-06,09:00,2025-07-06 09:20,SBGL,SBPA,ROT012,PR-YCF,20,Realizado,Meteorologia,0,0
2025-002712,XYZ252712,2025-07-06,09:00,2025-07-06 09:12,SBGL,SBCT,ROT013,PR-ZDG,12,Realizado,Meteorologia,0,0
2025-002713,XYZ252713,2025-07-06,12:00,2025-07-06 12:39,SBGR,SBGL,ROT001,PR-ADH,39,Realizado,Meteorologia,0,0
2025-002714,XYZ252714,2025-07-06,12:00,2025-07-06 12:22,SBGR,SBBR,ROT002,PR-BKR,22,Realizado,Meteorologia,0,0
2025-002715,XYZ252715,2025-07-06,12:00,2025-07-06 12:46,SBGR,SBCF,ROT003,PR-CEV,46,Realizado,Meteorologia,0,0
2025-002716,XYZ252716,2025-07-06,12:00,2025-07-06 12:37,SBGR,SBPA,ROT004,PR-DQF,37,Realizado,Meteorologia,0,0
2025-002717,XYZ252717,2025-07-06,12:00,2025-07-06 12:44,SBGL,SBBR,ROT010,PR-EHX,44,Realizado,Meteorologia,0,0
2025-002718,XYZ252718,2025-07-06,12:00,2025-07-06 12:18,SBGL,SBCF,ROT011,PR-FKA,18,Realizado,Meteorologia,0,0
2025-002719,XYZ252719,2025-07-06,12:00,2025-07-06 12:18,SBGL,SBPA,ROT012,PR-GMB,18,Realizado,Meteorologia,0,0
2025-002720,XYZ252720,2025-07-06,12:00,2025-07-06 12:34,SBGL,SBCT,ROT013,PR-HNC,34,Realizado,Meteorologia,0,0
2025-002721,XYZ252721,2025-07-07,00:00,2025-07-07 00:16,SBGR,SBGL,ROT001,PR-JRD,16,Realizado,Meteorologia,0,0
2025-002722,XYZ252722,2025-07-07,00:00,2025-07-07 00:41,SBGR,SBBR,ROT002,PR-KSE,41,Realizado,Meteorologia,0,0
2025-002723,XYZ252723,2025-07-07,00:00,2025-07-07 00:24,SBGR,SBCF,ROT003,PR-LTF,24,Desviado,Meteorologia,0,1
2025-002724,XYZ252724,2025-07-07,00:00,2025-07-07 00:16,SBGR,SBPA,ROT004,PR-MUG,16,Realizado,Meteorologia,0,0
2025-002725,XYZ252725,2025-07-07,00:00,2025-07-07 00:16,SBGL,SBBR,ROT010,PR-NVH,16,Realizado,Meteorologia,0,0
2025-002726,XYZ252726,2025-07-07,00:00,2025-07-07 00:27,SBGL,SBCF,ROT011,PR-PWL,27,Desviado,Meteorologia,0,1
2025-002727,XYZ252727,2025-07-07,00:00,2025-07-07 00:45,SBGL,SBPA,ROT012,PR-QXA,45,Realizado,Meteorologia,0,0
2025-002728,XYZ252728,2025-07-07,00:00,2025-07-07 00:21,SBGL,SBCT,ROT013,PR-RYB,21,Realizado,Meteorologia,0,0
2025-002729,XYZ252729,2025-07-07,03:00,2025-07-07 03:57,SBGR,SBGL,ROT001,PR-SCD,57,Desviado,Meteorologia,0,1
2025-002730,XYZ252730,2025-07-07,03:00,2025-07-07 03:32,SBGR,SBBR,ROT002,PR-TQJ,32,Realizado,Meteorologia,0,0
2025-002731,XYZ252731,2025-07-07,03:00,2025-07-07 03:47,SBGR,SBCF,ROT003,PR-UKM,47,Realizado,Meteorologia,0,0
2025-002732,XYZ252732,2025-07-07,03:00,2025-07-07 03:23,SBGR,SBPA,ROT004,PR-VPN,23,Realizado,Meteorologia,0,0
2025-002733,XYZ252733,2025-07-07,03:00,2025-07-07 03:56,SBGL,SBBR,ROT010,PR-WAR,56,Desviado,Meteorologia,0,1
2025-002734,XYZ252734,2025-07-07,03:00,2025-07-07 03:37,SBGL,SBCF,ROT011,PR-XBE,37,Realizado,Meteorologia,0,0
2025-002735,XYZ252735,2025-07-07,03:00,2025-07-07 03:25,SBGL,SBPA,ROT012,PR-YCF,25,Realizado,Meteorologia,0,0
2025-002736,XYZ252736,2025-07-07,03:00,2025-07-07 03:19,SBGL,SBCT,ROT013,PR-ZDG,19,Realizado,Meteorologia,0,0
2025-002737,XYZ252737,2025-07-07,06:00,2025-07-07 06:34,SBGR,SBGL,ROT001,PR-ADH,34,Realizado,Meteorologia,0,0
2025-002738,XYZ252738,2025-07-07,06:00,2025-07-07 06:25,SBGR,SBBR,ROT002,PR-BKR,25,Realizado,Meteorologia,0,0
2025-002739,XYZ252739,2025-07-07,06:00,2025-07-07 06:48,SBGR,SBCF,ROT003,PR-CEV,48,Realizado,Meteorologia,0,0
2025-002740,XYZ252740,2025-07-07,06:00,2025-07-07 06:38,SBGR,SBPA,ROT004,PR-DQF,38,Realizado,Meteorologia,0,0
2025-002741,XYZ252741,2025-07-07,06:00,2025-07-07 06:20,SBGL,SBBR,ROT010,PR-EHX,20,Realizado,Meteorologia,0,0
2025-002742,XYZ252742,2025-07-07,06:00,2025-07-07 06:17,SBGL,SBCF,ROT011,PR-FKA,17,Realizado,Meteorologia,0,0
2025-002743,XYZ252743,2025-07-07,06:00,2025-07-07 06:25,SBGL,SBPA,ROT012,PR-GMB,25,Realizado,Meteorologia,0,0
2025-002744,XYZ252744,2025-07-07,06:00,2025-07-07 06:14,SBGL,SBCT,ROT013,PR-HNC,14,Realizado,Meteorologia,0,0
2025-002745,XYZ252745,2025-07-07,09:00,2025-07-07 09:25,SBGR,SBGL,ROT001,PR-JRD,25,Desviado,Meteorologia,0,1
2025-002746,XYZ252746,2025-07-07,09:00,2025-07-07 09:21,SBGR,SBBR,ROT002,PR-KSE,21,Realizado,Meteorologia,0,0
2025-002747,XYZ252747,2025-07-07,09:00,2025-07-07 09:22,SBGR,SBCF,ROT003,PR-LTF,22,Realizado,Meteorologia,0,0
2025-002748,XYZ252748,2025-07-07,09:00,2025-07-07 09:50,SBGR,SBPA,ROT004,PR-MUG,50,Desviado,Meteorologia,0,1
2025-002749,XYZ252749,2025-07-07,09:00,2025-07-07 09:17,SBGL,SBBR,ROT010,PR-NVH,17,Realizado,Meteorologia,0,0
2025-002750,XYZ252750,2025-07-07,09:00,2025-07-07 09:44,SBGL,SBCF,ROT011,PR-PWL,44,Realizado,Meteorologia,0,0
2025-002751,XYZ252751,2025-07-07,09:00,2025-07-07 09:45,SBGL,SBPA,ROT012,PR-QXA,45,Realizado,Meteorologia,0,0
2025-002752,XYZ252752,2025-07-07,09:00,2025-07-07 09:21,SBGL,SBCT,ROT013,PR-RYB,21,Realizado,Meteorologia,0,0
2025-002753,XYZ252753,2025-07-07,12:00,2025-07-07 12:22,SBGR,SBGL,ROT001,PR-SCD,22,Realizado,Meteorologia,0,0
2025-002754,XYZ252754,2025-07-07,12:00,2025-07-07 12:28,SBGR,SBBR,ROT002,PR-TQJ,28,Realizado,Meteorologia,0,0
2025-002755,XYZ252755,2025-07-07,12:00,2025-07-07 12:36,SBGR,SBCF,ROT003,PR-UKM,36,Realizado,Meteorologia,0,0
2025-002756,XYZ252756,2025-07-07,12:00,2025-07-07 12:12,SBGR,SBPA,ROT004,PR-VPN,12,Realizado,Meteorologia,0,0
2025-002757,XYZ252757,2025-07-07,12:00,2025-07-07 12:44,SBGL,SBBR,ROT010,PR-WAR,44,Realizado,Meteorologia,0,0
2025-002758,XYZ252758,2025-07-07,12:00,2025-07-07 12:15,SBGL,SBCF,ROT011,PR-XBE,15,Realizado,Meteorologia,0,0
2025-002759,XYZ252759,2025-07-07,12:00,2025-07-07 12:34,SBGL,SBPA,ROT012,PR-YCF,34,Realizado,Meteorologia,0,0
2025-002760,XYZ252760,2025-07-07,12:00,2025-07-07 12:27,SBGL,SBCT,ROT013,PR-ZDG,27,Realizado,Meteorologia,0,0
2025-002761,XYZ252761,2025-07-08,00:00,2025-07-08 00:32,SBGR,SBGL,ROT001,PR-ADH,32,Realizado,Meteorologia,0,0
2025-002762,XYZ252762,2025-07-08,00:00,2025-07-08 00:32,SBGR,SBBR,ROT002,PR-BKR,32,Realizado,Meteorologia,0,0
2025-002763,XYZ252763,2025-07-08,00:00,2025-07-08 00:20,SBGR,SBCF,ROT003,PR-CEV,20,Realizado,Meteorologia,0,0
2025-002764,XYZ252764,2025-07-08,00:00,2025-07-08 00:48,SBGR,SBPA,ROT004,PR-DQF,48,Realizado,Meteorologia,0,0
2025-002765,XYZ252765,2025-07-08,00:00,2025-07-08 00:17,SBGL,SBBR,ROT010,PR-EHX,17,Realizado,Meteorologia,0,0
2025-002766,XYZ252766,2025-07-08,00:00,2025-07-08 00:49,SBGL,SBCF,ROT011,PR-FKA,49,Realizado,Meteorologia,0,0
2025-002767,XYZ252767,2025-07-08,00:00,2025-07-08 00:40,SBGL,SBPA,ROT012,PR-GMB,40,Realizado,Meteorologia,0,0
2025-002768,XYZ252768,2025-07-08,00:00,2025-07-08 00:42,SBGL,SBCT,ROT013,PR-HNC,42,Desviado,Meteorologia,0,1
2025-002769,XYZ252769,2025-07-08,03:00,2025-07-08 03:42,SBGR,SBGL,ROT001,PR-JRD,42,Realizado,Meteorologia,0,0
2025-002770,XYZ252770,2025-07-08,03:00,2025-07-08 03:44,SBGR,SBBR,ROT002,PR-KSE,44,Realizado,Meteorologia,0,0
2025-002771,XYZ252771,2025-07-08,03:00,2025-07-08 03:40,SBGR,SBCF,ROT003,PR-LTF,40,Realizado,Meteorologia,0,0
2025-002772,XYZ252772,2025-07-08,03:00,2025-07-08 03:34,SBGR,SBPA,ROT004,PR-MUG,34,Realizado,Meteorologia,0,0
2025-002773,XYZ252773,2025-07-08,03:00,2025-07-08 03:32,SBGL,SBBR,ROT010,PR-NVH,32,Realizado,Meteorologia,0,0
2025-002774,XYZ252774,2025-07-08,03:00,2025-07-08 03:11,SBGL,SBCF,ROT011,PR-PWL,11,Realizado,Meteorologia,0,0
2025-002775,XYZ252775,2025-07-08,03:00,2025-07-08 03:13,SBGL,SBPA,ROT012,PR-QXA,13,Realizado,Meteorologia,0,0
2025-002776,XYZ252776,2025-07-08,03:00,2025-07-08 03:31,SBGL,SBCT,ROT013,PR-RYB,31,Realizado,Meteorologia,0,0
2025-002777,XYZ252777,2025-07-08,06:00,2025-07-08 06:40,SBGR,SBGL,ROT001,PR-SCD,40,Realizado,Meteorologia,0,0
2025-002778,XYZ252778,2025-07-08,06:00,,SBGR,SBBR,ROT002,PR-TQJ,0,Cancelado,Meteorologia,1,0
2025-002779,XYZ252779,2025-07-08,06:00,2025-07-08 06:24,SBGR,SBCF,ROT003,PR-UKM,24,Realizado,Meteorologia,0,0
2025-002780,XYZ252780,2025-07-08,06:00,2025-07-08 06:49,SBGR,SBPA,ROT004,PR-VPN,49,Desviado,Meteorologia,0,1
2025-002781,XYZ252781,2025-07-08,06:00,2025-07-08 06:20,SBGL,SBBR,ROT010,PR-WAR,20,Realizado,Meteorologia,0,0
2025-002782,XYZ252782,2025-07-08,06:00,2025-07-08 06:30,SBGL,SBCF,ROT011,PR-XBE,30,Realizado,Meteorologia,0,0
2025-002783,XYZ252783,2025-07-08,06:00,2025-07-08 06:15,SBGL,SBPA,ROT012,PR-YCF,15,Realizado,Meteorologia,0,0
2025-002784,XYZ252784,2025-07-08,06:00,2025-07-08 06:22,SBGL,SBCT,ROT013,PR-ZDG,22,Realizado,Meteorologia,0,0
2025-002785,XYZ252785,2025-07-08,09:00,2025-07-08 09:49,SBGR,SBGL,ROT001,PR-ADH,49,Realizado,Meteorologia,0,0
2025-002786,XYZ252786,2025-07-08,09:00,2025-07-08 09:40,SBGR,SBBR,ROT002,PR-BKR,40,Realizado,Meteorologia,0,0
2025-002787,XYZ252787,2025-07-08,09:00,2025-07-08 09:27,SBGR,SBCF,ROT003,PR-CEV,27,Realizado,Meteorologia,0,0
2025-002788,XYZ252788,2025-07-08,09:00,2025-07-08 09:39,SBGR,SBPA,ROT004,PR-DQF,39,Realizado,Meteorologia,0,0
2025-002789,XYZ252789,2025-07-08,09:00,2025-07-08 09:26,SBGL,SBBR,ROT010,PR-EHX,26,Desviado,Meteorologia,0,1
2025-002790,XYZ252790,2025-07-08,09:00,2025-07-08 09:23,SBGL,SBCF,ROT011,PR-FKA,23,Realizado,Meteorologia,0,0
2025-002791,XYZ252791,2025-07-08,09:00,2025-07-08 09:47,SBGL,SBPA,ROT012,PR-GMB,47,Realizado,Meteorologia,0,0
2025-002792,XYZ252792,2025-07-08,09:00,2025-07-08 09:35,SBGL,SBCT,ROT013,PR-HNC,35,Desviado,Meteorologia,0,1
2025-002793,XYZ252793,2025-07-08,12:00,2025-07-08 12:41,SBGR,SBGL,ROT001,PR-JRD,41,Realizado,Meteorologia,0,0
2025-002794,XYZ252794,2025-07-08,12:00,,SBGR,SBBR,ROT002,PR-KSE,0,Cancelado,Meteorologia,1,0
2025-002795,XYZ252795,2025-07-08,12:00,2025-07-08 12:40,SBGR,SBCF,ROT003,PR-LTF,40,Realizado,Meteorologia,0,0
2025-002796,XYZ252796,2025-07-08,12:00,2025-07-08 12:34,SBGR,SBPA,ROT004,PR-MUG,34,Desviado,Meteorologia,0,1
2025-002797,XYZ252797,2025-07-08,12:00,2025-07-08 12:49,SBGL,SBBR,ROT010,PR-NVH,49,Realizado,Meteorologia,0,0
2025-002798,XYZ252798,2025-07-08,12:00,2025-07-08 12:13,SBGL,SBCF,ROT011,PR-PWL,13,Realizado,Meteorologia,0,0
2025-002799,XYZ252799,2025-07-08,12:00,2025-07-08 12:31,SBGL,SBPA,ROT012,PR-QXA,31,Realizado,Meteorologia,0,0
2025-002800,XYZ252800,2025-07-08,12:00,2025-07-08 12:37,SBGL,SBCT,ROT013,PR-RYB,37,Realizado,Meteorologia,0,0
2025-002801,XYZ252801,2025-07-09,00:00,2025-07-09 00:31,SBGR,SBGL,ROT001,PR-SCD,31,Realizado,Meteorologia,0,0
2025-002802,XYZ252802,2025-07-09,00:00,2025-07-09 00:30,SBGR,SBBR,ROT002,PR-TQJ,30,Realizado,Meteorologia,0,0
2025-002803,XYZ252803,2025-07-09,00:00,2025-07-09 00:37,SBGR,SBCF,ROT003,PR-UKM,37,Realizado,Meteorologia,0,0
2025-002804,XYZ252804,2025-07-09,00:00,2025-07-09 00:49,SBGR,SBPA,ROT004,PR-VPN,49,Realizado,Meteorologia,0,0
2025-002805,XYZ252805,2025-07-09,00:00,2025-07-09 00:22,SBGL,SBBR,ROT010,PR-WAR,22,Realizado,Meteorologia,0,0
2025-002806,XYZ252806,2025-07-09,00:00,2025-07-09 00:15,SBGL,SBCF,ROT011,PR-XBE,15,Realizado,Meteorologia,0,0
2025-002807,XYZ252807,2025-07-09,00:00,2025-07-09 00:35,SBGL,SBPA,ROT012,PR-YCF,35,Realizado,Meteorologia,0,0
2025-002808,XYZ252808,2025-07-09,00:00,2025-07-09 00:30,SBGL,SBCT,ROT013,PR-ZDG,30,Desviado,Meteorologia,0,1
2025-002809,XYZ252809,2025-07-09,03:00,2025-07-09 03:23,SBGR,SBGL,ROT001,PR-ADH,23,Realizado,Meteorologia,0,0
2025-002810,XYZ252810,2025-07-09,03:00,2025-07-09 03:20,SBGR,SBBR,ROT002,PR-BKR,20,Desviado,Meteorologia,0,1
2025-002811,XYZ252811,2025-07-09,03:00,2025-07-09 03:21,SBGR,SBCF,ROT003,PR-CEV,21,Realizado,Meteorologia,0,0
2025-002812,XYZ252812,2025-07-09,03:00,2025-07-09 03:31,SBGR,SBPA,ROT004,PR-DQF,31,Realizado,Meteorologia,0,0
2025-002813,XYZ252813,2025-07-09,03:00,2025-07-09 03:44,SBGL,SBBR,ROT010,PR-EHX,44,Realizado,Meteorologia,0,0
2025-002814,XYZ252814,2025-07-09,03:00,2025-07-09 03:16,SBGL,SBCF,ROT011,PR-FKA,16,Realizado,Meteorologia,0,0
2025-002815,XYZ252815,2025-07-09,03:00,2025-07-09 03:19,SBGL,SBPA,ROT012,PR-GMB,19,Realizado,Meteorologia,0,0
2025-002816,XYZ252816,2025-07-09,03:00,2025-07-09 03:17,SBGL,SBCT,ROT013,PR-HNC,17,Realizado,Meteorologia,0,0
2025-002817,XYZ252817,2025-07-09,06:00,2025-07-09 06:32,SBGR,SBGL,ROT001,PR-JRD,32,Realizado,Meteorologia,0,0
2025-002818,XYZ252818,2025-07-09,06:00,2025-07-09 06:10,SBGR,SBBR,ROT002,PR-KSE,10,Realizado,Meteorologia,0,0
2025-002819,XYZ252819,2025-07-09,06:00,2025-07-09 06:39,SBGR,SBCF,ROT003,PR-LTF,39,Realizado,Meteorologia,0,0
2025-002820,XYZ252820,2025-07-09,06:00,,SBGR,SBPA,ROT004,PR-MUG,0,Cancelado,Meteorologia,1,0
2025-002821,XYZ252821,2025-07-09,06:00,2025-07-09 06:37,SBGL,SBBR,ROT010,PR-NVH,37,Realizado,Meteorologia,0,0
2025-002822,XYZ252822,2025-07-09,06:00,2025-07-09 06:33,SBGL,SBCF,ROT011,PR-PWL,33,Realizado,Meteorologia,0,0
2025-002823,XYZ252823,2025-07-09,06:00,2025-07-09 06:15,SBGL,SBPA,ROT012,PR-QXA,15,Realizado,Meteorologia,0,0
2025-002824,XYZ252824,2025-07-09,06:00,2025-07-09 06:25,SBGL,SBCT,ROT013,PR-RYB,25,Realizado,Meteorologia,0,0
2025-002825,XYZ252825,2025-07-09,09:00,2025-07-09 09:37,SBGR,SBGL,ROT001,PR-SCD,37,Realizado,Meteorologia,0,0
2025-002826,XYZ252826,2025-07-09,09:00,2025-07-09 09:17,SBGR,SBBR,ROT002,PR-TQJ,17,Realizado,Meteorologia,0,0
2025-002827,XYZ252827,2025-07-09,09:00,2025-07-09 09:30,SBGR,SBCF,ROT003,PR-UKM,30,Realizado,Meteorologia,0,0
2025-002828,XYZ252828,2025-07-09,09:00,2025-07-09 09:13,SBGR,SBPA,ROT004,PR-VPN,13,Realizado,Meteorologia,0,0
2025-002829,XYZ252829,2025-07-09,09:00,,SBGL,SBBR,ROT010,PR-WAR,0,Cancelado,Meteorologia,1,0
2025-002830,XYZ252830,2025-07-09,09:00,2025-07-09 09:18,SBGL,SBCF,ROT011,PR-XBE,18,Realizado,Meteorologia,0,0
2025-002831,XYZ252831,2025-07-09,09:00,2025-07-09 09:18,SBGL,SBPA,ROT012,PR-YCF,18,Realizado,Meteorologia,0,0
2025-002832,XYZ252832,2025-07-09,09:00,2025-07-09 09:30,SBGL,SBCT,ROT013,PR-ZDG,30,Realizado,Meteorologia,0,0
2025-002833,XYZ252833,2025-07-09,12:00,2025-07-09 12:47,SBGR,SBGL,ROT001,PR-ADH,47,Realizado,Meteorologia,0,0
2025-002834,XYZ252834,2025-07-09,12:00,2025-07-09 12:19,SBGR,SBBR,ROT002,PR-BKR,19,Realizado,Meteorologia,0,0
2025-002835,XYZ252835,2025-07-09,12:00,2025-07-09 12:46,SBGR,SBCF,ROT003,PR-CEV,46,Realizado,Meteorologia,0,0
2025-002836,XYZ252836,2025-07-09,12:00,2025-07-09 12:29,SBGR,SBPA,ROT004,PR-DQF,29,Realizado,Meteorologia,0,0
2025-002837,XYZ252837,2025-07-09,12:00,2025-07-09 12:42,SBGL,SBBR,ROT010,PR-EHX,42,Realizado,Meteorologia,0,0
2025-002838,XYZ252838,2025-07-09,12:00,2025-07-09 12:17,SBGL,SBCF,ROT011,PR-FKA,17,Realizado,Meteorologia,0,0
2025-002839,XYZ252839,2025-07-09,12:00,2025-07-09 12:16,SBGL,SBPA,ROT012,PR-GMB,16,Realizado,Meteorologia,0,0
2025-002840,XYZ252840,2025-07-09,12:00,2025-07-09 12:19,SBGL,SBCT,ROT013,PR-HNC,19,Realizado,Meteorologia,0,0
2025-002841,XYZ252841,2025-07-10,00:00,2025-07-10 00:29,SBGR,SBGL,ROT001,PR-JRD,29,Realizado,Meteorologia,0,0
2025-002842,XYZ252842,2025-07-10,00:00,2025-07-10 00:41,SBGR,SBBR,ROT002,PR-KSE,41,Realizado,Meteorologia,0,0
2025-002843,XYZ252843,2025-07-10,00:00,2025-07-10 00:18,SBGR,SBCF,ROT003,PR-LTF,18,Realizado,Meteorologia,0,0
2025-002844,XYZ252844,2025-07-10,00:00,2025-07-10 00:26,SBGR,SBPA,ROT004,PR-MUG,26,Desviado,Meteorologia,0,1
2025-002845,XYZ252845,2025-07-10,00:00,,SBGL,SBBR,ROT010,PR-NVH,0,Cancelado,Meteorologia,1,0
2025-002846,XYZ252846,2025-07-10,00:00,2025-07-10 00:39,SBGL,SBCF,ROT011,PR-PWL,39,Realizado,Meteorologia,0,0
2025-002847,XYZ252847,2025-07-10,00:00,2025-07-10 00:32,SBGL,SBPA,ROT012,PR-QXA,32,Realizado,Meteorologia,0,0
2025-002848,XYZ252848,2025-07-10,00:00,2025-07-10 00:49,SBGL,SBCT,ROT013,PR-RYB,49,Realizado,Meteorologia,0,0
2025-002849,XYZ252849,2025-07-10,03:00,2025-07-10 03:16,SBGR,SBGL,ROT001,PR-SCD,16,Realizado,Meteorologia,0,0
2025-002850,XYZ252850,2025-07-10,03:00,2025-07-10 03:25,SBGR,SBBR,ROT002,PR-TQJ,25,Realizado,Meteorologia,0,0
2025-002851,XYZ252851,2025-07-10,03:00,2025-07-10 03:36,SBGR,SBCF,ROT003,PR-UKM,36,Realizado,Meteorologia,0,0
